defined_class	defined_class_label	anatomical_entity	anatomical_entity_label	cell	cell_label
http://purl.obolibrary.org/obo/CL_1000500	kidney interstitial cell	http://purl.obolibrary.org/obo/UBERON_0005215	kidney interstitium	http://purl.obolibrary.org/obo/CL_1000497	kidney cell
http://purl.obolibrary.org/obo/CL_1000504	kidney medulla cell	http://purl.obolibrary.org/obo/UBERON_0000362	renal medulla	http://purl.obolibrary.org/obo/CL_1000497	kidney cell
http://purl.obolibrary.org/obo/CL_1000546	kidney medulla collecting duct epithelial cell	http://purl.obolibrary.org/obo/UBERON_0005185	renal medulla collecting duct	http://purl.obolibrary.org/obo/CL_1000497	kidney cell
http://purl.obolibrary.org/obo/CL_1000682	kidney medulla interstitial cell	http://purl.obolibrary.org/obo/UBERON_0005211	renal medulla interstitium	http://purl.obolibrary.org/obo/CL_1000500	kidney interstitial cell
http://purl.obolibrary.org/obo/CL_1000616	kidney outer medulla cell	http://purl.obolibrary.org/obo/UBERON_0001293	outer medulla of kidney	http://purl.obolibrary.org/obo/CL_1000504	kidney medulla cell
http://purl.obolibrary.org/obo/CL_1000548	kidney outer medulla collecting duct epithelial cell	http://purl.obolibrary.org/obo/UBERON_0004204	outer medullary collecting duct	http://purl.obolibrary.org/obo/CL_1000497	kidney cell
http://purl.obolibrary.org/obo/CL_1000717	kidney outer medulla collecting duct intercalated cell	http://purl.obolibrary.org/obo/UBERON_0004204	outer medullary collecting duct	http://purl.obolibrary.org/obo/CL_0005010	renal intercalated cell
http://purl.obolibrary.org/obo/CL_1000716	kidney outer medulla collecting duct principal cell	http://purl.obolibrary.org/obo/UBERON_0004204	outer medullary collecting duct	http://purl.obolibrary.org/obo/CL_0005009	renal principal cell
http://purl.obolibrary.org/obo/CL_1000804	kidney outer medulla interstitial cell	http://purl.obolibrary.org/obo/UBERON_0005213	outer renal medulla interstitium	http://purl.obolibrary.org/obo/CL_1000682	kidney medulla interstitial cell
http://purl.obolibrary.org/obo/CL_1001123	kidney outer medulla peritubular capillary cell	http://purl.obolibrary.org/obo/UBERON_0006341	outer renal medulla peritubular capillary	http://purl.obolibrary.org/obo/CL_1001033	peritubular capillary endothelial cell
http://purl.obolibrary.org/obo/CL_1000720	kidney papillary duct intercalated cell	http://purl.obolibrary.org/obo/UBERON_0005167	papillary duct	http://purl.obolibrary.org/obo/CL_0005010	renal intercalated cell
http://purl.obolibrary.org/obo/CL_1000721	kidney papillary duct principal cell	http://purl.obolibrary.org/obo/UBERON_0005167	papillary duct	http://purl.obolibrary.org/obo/CL_0005009	renal principal cell
http://purl.obolibrary.org/obo/CL_1000550	kidney papillary duct principal epithelial cell	http://purl.obolibrary.org/obo/UBERON_0005167	papillary duct	http://purl.obolibrary.org/obo/CL_1000497	kidney cell
http://purl.obolibrary.org/obo/CL_1000505	kidney pelvis cell	http://purl.obolibrary.org/obo/UBERON_0001224	renal pelvis	http://purl.obolibrary.org/obo/CL_1000497	kidney cell
http://purl.obolibrary.org/obo/CL_1000702	kidney pelvis smooth muscle cell	http://purl.obolibrary.org/obo/UBERON_0004227	kidney pelvis smooth muscle	http://purl.obolibrary.org/obo/CL_0000192	smooth muscle cell
http://purl.obolibrary.org/obo/CL_1000703	kidney pelvis urothelial cell	http://purl.obolibrary.org/obo/UBERON_0004788	kidney pelvis urothelium	http://purl.obolibrary.org/obo/CL_0002518	kidney epithelial cell
http://purl.obolibrary.org/obo/CL_1000838	kidney proximal convoluted tubule epithelial cell	http://purl.obolibrary.org/obo/UBERON_0001287	proximal convoluted tubule	http://purl.obolibrary.org/obo/CL_0002306	epithelial cell of proximal tubule
http://purl.obolibrary.org/obo/CL_1000839	kidney proximal straight tubule epithelial cell	http://purl.obolibrary.org/obo/UBERON_0001290	proximal straight tubule	http://purl.obolibrary.org/obo/CL_0002306	epithelial cell of proximal tubule
http://purl.obolibrary.org/obo/CL_1000507	kidney tubule cell	http://purl.obolibrary.org/obo/UBERON_0001231	nephron tubule	http://purl.obolibrary.org/obo/CL_1000497	kidney cell
http://purl.obolibrary.org/obo/CL_1000893	kidney venous blood vessel cell	http://purl.obolibrary.org/obo/UBERON_0001140	renal vein	http://purl.obolibrary.org/obo/CL_1000854	kidney blood vessel cell
http://purl.obolibrary.org/obo/CL_1000320	large intestine goblet cell	http://purl.obolibrary.org/obo/UBERON_0000059	large intestine	http://purl.obolibrary.org/obo/CL_0000160	goblet cell
http://purl.obolibrary.org/obo/CL_1000050	lateral line nerve glial cell	http://purl.obolibrary.org/obo/UBERON_0008906	lateral line nerve	http://purl.obolibrary.org/obo/CL_0000125	glial cell
http://purl.obolibrary.org/obo/CL_1001581	lateral ventricle glial cell	http://purl.obolibrary.org/obo/UBERON_0002285	telencephalic ventricle	http://purl.obolibrary.org/obo/CL_0000125	glial cell
http://purl.obolibrary.org/obo/CL_0002224	lens epithelial cell	http://purl.obolibrary.org/obo/UBERON_0001803	epithelium of lens	http://purl.obolibrary.org/obo/CL_0000075	columnar/cuboidal epithelial cell
http://purl.obolibrary.org/obo/CL_0000708	leptomeningeal cell	http://purl.obolibrary.org/obo/UBERON_0003210	blood-cerebrospinal fluid barrier	http://purl.obolibrary.org/obo/CL_0000327	extracellular matrix secreting cell
http://purl.obolibrary.org/obo/CL_2000033	limb basal cell of epidermis	http://purl.obolibrary.org/obo/UBERON_0002101	limb	http://purl.obolibrary.org/obo/CL_0002187	basal cell of epidermis
http://purl.obolibrary.org/obo/CL_2000055	liver dendritic cell	http://purl.obolibrary.org/obo/UBERON_0002107	liver	http://purl.obolibrary.org/obo/CL_0000451	dendritic cell
http://purl.obolibrary.org/obo/CL_0002235	luminal cell of prostatic acinus	http://purl.obolibrary.org/obo/UBERON_0004179	prostate glandular acinus	http://purl.obolibrary.org/obo/CL_0002340	luminal cell of prostate epithelium
http://purl.obolibrary.org/obo/CL_0002237	luminal epithelial cell of prostatic duct	http://purl.obolibrary.org/obo/UBERON_0002485	prostate duct	http://purl.obolibrary.org/obo/CL_0002340	luminal cell of prostate epithelium
http://purl.obolibrary.org/obo/CL_1001567	lung endothelial cell	http://purl.obolibrary.org/obo/UBERON_0002048	lung	http://purl.obolibrary.org/obo/CL_0002139	endothelial cell of vascular tree
http://purl.obolibrary.org/obo/CL_1000143	lung goblet cell	http://purl.obolibrary.org/obo/UBERON_0002048	lung	http://purl.obolibrary.org/obo/CL_0000160	goblet cell
http://purl.obolibrary.org/obo/CL_1001603	lung macrophage	http://purl.obolibrary.org/obo/UBERON_0002048	lung	http://purl.obolibrary.org/obo/CL_0000235	macrophage
http://purl.obolibrary.org/obo/CL_1000223	lung neuroendocrine cell	http://purl.obolibrary.org/obo/UBERON_0002048	lung	http://purl.obolibrary.org/obo/CL_0000165	neuroendocrine cell
http://purl.obolibrary.org/obo/CL_0019015	lung parenchyma resident eosinophil	http://purl.obolibrary.org/obo/UBERON_0008946	lung parenchyma	http://purl.obolibrary.org/obo/CL_0000774	band form eosinophil
http://purl.obolibrary.org/obo/CL_0019017	lymphatic vessel smooth muscle cell	http://purl.obolibrary.org/obo/UBERON_0001473	lymphatic vessel	http://purl.obolibrary.org/obo/CL_0000192	smooth muscle cell
http://purl.obolibrary.org/obo/CL_0009044	lymphocyte of small intestine lamina propria	http://purl.obolibrary.org/obo/UBERON_0001238	lamina propria of small intestine	http://purl.obolibrary.org/obo/CL_0000542	lymphocyte
http://purl.obolibrary.org/obo/CL_0009047	macrophage of medullary sinus of lymph node	http://purl.obolibrary.org/obo/UBERON_0009744	lymph node medullary sinus	http://purl.obolibrary.org/obo/CL_0000235	macrophage
http://purl.obolibrary.org/obo/CL_1000850	macula densa epithelial cell	http://purl.obolibrary.org/obo/UBERON_0002335	macula densa	http://purl.obolibrary.org/obo/CL_0002305	epithelial cell of distal tubule
http://purl.obolibrary.org/obo/CL_0005008	macular hair cell	http://purl.obolibrary.org/obo/UBERON_0000054	macula	http://purl.obolibrary.org/obo/CL_0000202	auditory hair cell
http://purl.obolibrary.org/obo/CL_1000182	malpighian tubule tip cell	http://purl.obolibrary.org/obo/UBERON_0001054	Malpighian tubule	http://purl.obolibrary.org/obo/CL_0000423	tip cell
http://purl.obolibrary.org/obo/CL_0002325	mammary alveolar cell	http://purl.obolibrary.org/obo/UBERON_0003214	mammary gland alveolus	http://purl.obolibrary.org/obo/CL_0000150	glandular epithelial cell
http://purl.obolibrary.org/obo/CL_1001586	mammary gland glandular cell	http://purl.obolibrary.org/obo/UBERON_0001911	mammary gland	http://purl.obolibrary.org/obo/CL_0000150	glandular epithelial cell
http://purl.obolibrary.org/obo/CL_0002240	marrow fibroblast	http://purl.obolibrary.org/obo/UBERON_0002371	bone marrow	http://purl.obolibrary.org/obo/CL_0000057	fibroblast
http://purl.obolibrary.org/obo/CL_1000391	melanocyte of eyelid	http://purl.obolibrary.org/obo/UBERON_0001711	eyelid	http://purl.obolibrary.org/obo/CL_0000148	melanocyte
http://purl.obolibrary.org/obo/CL_2000082	melanocyte of foreskin	http://purl.obolibrary.org/obo/UBERON_0001471	skin of prepuce of penis	http://purl.obolibrary.org/obo/CL_1000458	melanocyte of skin
http://purl.obolibrary.org/obo/CL_1000458	melanocyte of skin	http://purl.obolibrary.org/obo/UBERON_0002097	skin of body	http://purl.obolibrary.org/obo/CL_0000148	melanocyte
http://purl.obolibrary.org/obo/CL_2000081	melanocyte of skin of face	http://purl.obolibrary.org/obo/UBERON_1000021	skin of face	http://purl.obolibrary.org/obo/CL_1000458	melanocyte of skin
http://purl.obolibrary.org/obo/CL_0002570	mesenchymal stem cell of adipose	http://purl.obolibrary.org/obo/UBERON_0001013	adipose tissue	http://purl.obolibrary.org/obo/CL_0000134	mesenchymal stem cell
http://purl.obolibrary.org/obo/CL_0002540	mesenchymal stem cell of the bone marrow	http://purl.obolibrary.org/obo/UBERON_0002371	bone marrow	http://purl.obolibrary.org/obo/CL_0000134	mesenchymal stem cell
http://purl.obolibrary.org/obo/CL_0002569	mesenchymal stem cell of umbilical cord	http://purl.obolibrary.org/obo/UBERON_0003422	mesenchyme of umbilical cord	http://purl.obolibrary.org/obo/CL_0000134	mesenchymal stem cell
http://purl.obolibrary.org/obo/CL_0002578	mesenteric preadipocyte	http://purl.obolibrary.org/obo/UBERON_0002095	mesentery	http://purl.obolibrary.org/obo/CL_0002334	preadipocyte
http://purl.obolibrary.org/obo/CL_0002523	mesonephric glomerular visceral epithelial cell	http://purl.obolibrary.org/obo/UBERON_0000080	mesonephros	http://purl.obolibrary.org/obo/CL_0000653	glomerular visceral epithelial cell
http://purl.obolibrary.org/obo/CL_1000444	mesothelial cell of anterior chamber of eye	http://purl.obolibrary.org/obo/UBERON_0001766	anterior chamber of eyeball	http://purl.obolibrary.org/obo/CL_0000077	mesothelial cell
http://purl.obolibrary.org/obo/CL_0009029	mesothelial cell of appendix	http://purl.obolibrary.org/obo/UBERON_0001154	vermiform appendix	http://purl.obolibrary.org/obo/CL_0000077	mesothelial cell
http://purl.obolibrary.org/obo/CL_1000298	mesothelial cell of dura mater	http://purl.obolibrary.org/obo/UBERON_0002363	dura mater	http://purl.obolibrary.org/obo/CL_0000077	mesothelial cell
http://purl.obolibrary.org/obo/CL_0011019	mesothelial cell of epicardium	http://purl.obolibrary.org/obo/UBERON_0002348	epicardium	http://purl.obolibrary.org/obo/CL_0000077	mesothelial cell
http://purl.obolibrary.org/obo/CL_0009025	mesothelial cell of large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	large intestine	http://purl.obolibrary.org/obo/CL_0000077	mesothelial cell
http://purl.obolibrary.org/obo/CL_1000456	mesothelial cell of parietal peritoneum	http://purl.obolibrary.org/obo/UBERON_0001366	parietal peritoneum	http://purl.obolibrary.org/obo/CL_0000077	mesothelial cell
http://purl.obolibrary.org/obo/CL_1000492	mesothelial cell of parietal pleura	http://purl.obolibrary.org/obo/UBERON_0002400	parietal pleura	http://purl.obolibrary.org/obo/CL_0000077	mesothelial cell
http://purl.obolibrary.org/obo/CL_1000490	mesothelial cell of peritoneum	http://purl.obolibrary.org/obo/UBERON_0002358	peritoneum	http://purl.obolibrary.org/obo/CL_0000077	mesothelial cell
http://purl.obolibrary.org/obo/CL_1000491	mesothelial cell of pleura	http://purl.obolibrary.org/obo/UBERON_0000977	pleura	http://purl.obolibrary.org/obo/CL_0000077	mesothelial cell
http://purl.obolibrary.org/obo/CL_0009024	mesothelial cell of small intestine	http://purl.obolibrary.org/obo/UBERON_0002108	small intestine	http://purl.obolibrary.org/obo/CL_0000077	mesothelial cell
http://purl.obolibrary.org/obo/CL_1000457	mesothelial cell of visceral peritoneum	http://purl.obolibrary.org/obo/UBERON_0001178	visceral peritoneum	http://purl.obolibrary.org/obo/CL_0000077	mesothelial cell
http://purl.obolibrary.org/obo/CL_1000493	mesothelial cell of visceral pleura	http://purl.obolibrary.org/obo/UBERON_0002401	visceral pleura	http://purl.obolibrary.org/obo/CL_0000077	mesothelial cell
http://purl.obolibrary.org/obo/CL_4023058	mesothelial fibroblast of the leptomeninx	http://purl.obolibrary.org/obo/UBERON_0000391	leptomeninx	http://purl.obolibrary.org/obo/CL_4023054	mesothelial fibroblast
http://purl.obolibrary.org/obo/CL_0002525	metanephric glomerular visceral epithelial cell	http://purl.obolibrary.org/obo/UBERON_0000081	metanephros	http://purl.obolibrary.org/obo/CL_0000653	glomerular visceral epithelial cell
http://purl.obolibrary.org/obo/CL_0008035	microcirculation associated smooth muscle cell	http://purl.obolibrary.org/obo/UBERON_0010523	microcirculatory vessel	http://purl.obolibrary.org/obo/CL_0000359	vascular associated smooth muscle cell
http://purl.obolibrary.org/obo/CL_1000354	microfold cell of epithelium of intestinal villus	http://purl.obolibrary.org/obo/UBERON_0001213	intestinal villus	http://purl.obolibrary.org/obo/CL_0000682	M cell of gut
http://purl.obolibrary.org/obo/CL_1000353	microfold cell of epithelium of small intestine	http://purl.obolibrary.org/obo/UBERON_0002108	small intestine	http://purl.obolibrary.org/obo/CL_0000682	M cell of gut
http://purl.obolibrary.org/obo/CL_1000359	microfold cell of epithelium proper of appendix	http://purl.obolibrary.org/obo/UBERON_0001154	vermiform appendix	http://purl.obolibrary.org/obo/CL_0000682	M cell of gut
http://purl.obolibrary.org/obo/CL_1000356	microfold cell of epithelium proper of duodenum	http://purl.obolibrary.org/obo/UBERON_0002114	duodenum	http://purl.obolibrary.org/obo/CL_0000682	M cell of gut
http://purl.obolibrary.org/obo/CL_1000358	microfold cell of epithelium proper of ileum	http://purl.obolibrary.org/obo/UBERON_0002116	ileum	http://purl.obolibrary.org/obo/CL_0000682	M cell of gut
http://purl.obolibrary.org/obo/CL_1000357	microfold cell of epithelium proper of jejunum	http://purl.obolibrary.org/obo/UBERON_0002115	jejunum	http://purl.obolibrary.org/obo/CL_0000682	M cell of gut
http://purl.obolibrary.org/obo/CL_1000360	microfold cell of epithelium proper of large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	large intestine	http://purl.obolibrary.org/obo/CL_0000682	M cell of gut
http://purl.obolibrary.org/obo/CL_2000008	microvascular endothelial cell	http://purl.obolibrary.org/obo/UBERON_0008339	microvascular endothelium	http://purl.obolibrary.org/obo/CL_0000071	blood vessel endothelial cell
http://purl.obolibrary.org/obo/CL_2000097	midbrain dopaminergic neuron	http://purl.obolibrary.org/obo/UBERON_0001891	midbrain	http://purl.obolibrary.org/obo/CL_0000700	dopaminergic neuron
http://purl.obolibrary.org/obo/CL_0019028	midzonal region hepatocyte	http://purl.obolibrary.org/obo/UBERON_8400007	liver lobule centrilobular region	http://purl.obolibrary.org/obo/CL_0000182	hepatocyte
http://purl.obolibrary.org/obo/CL_2000073	migratory cardiac neural crest cell	http://purl.obolibrary.org/obo/UBERON_0000095	cardiac neural crest	http://purl.obolibrary.org/obo/CL_0000333	migratory neural crest cell
http://purl.obolibrary.org/obo/CL_0010004	mononuclear cell of bone marrow	http://purl.obolibrary.org/obo/UBERON_0002371	bone marrow	http://purl.obolibrary.org/obo/CL_0000842	mononuclear cell
http://purl.obolibrary.org/obo/CL_2000085	mononuclear cell of umbilical cord	http://purl.obolibrary.org/obo/UBERON_0002331	umbilical cord	http://purl.obolibrary.org/obo/CL_0000842	mononuclear cell
http://purl.obolibrary.org/obo/CL_0000884	mucosa-associated lymphoid tissue macrophage	http://purl.obolibrary.org/obo/UBERON_0001961	mucosa-associated lymphoid tissue	http://purl.obolibrary.org/obo/CL_0000867	secondary lymphoid organ macrophage
http://purl.obolibrary.org/obo/CL_0002180	mucous cell of stomach	http://purl.obolibrary.org/obo/UBERON_0001199	mucosa of stomach	http://purl.obolibrary.org/obo/CL_0002178	epithelial cell of stomach
http://purl.obolibrary.org/obo/CL_0002181	mucus neck cell of gastric gland	http://purl.obolibrary.org/obo/UBERON_0000325	gastric gland	http://purl.obolibrary.org/obo/CL_0000651	mucous neck cell
http://purl.obolibrary.org/obo/CL_1001609	muscle fibroblast	http://purl.obolibrary.org/obo/UBERON_0001630	muscle organ	http://purl.obolibrary.org/obo/CL_0000057	fibroblast
http://purl.obolibrary.org/obo/CL_1000410	myocyte of atrioventricular node	http://purl.obolibrary.org/obo/UBERON_0002352	atrioventricular node	http://purl.obolibrary.org/obo/CL_0000187	muscle cell
http://purl.obolibrary.org/obo/CL_1000409	myocyte of sinoatrial node	http://purl.obolibrary.org/obo/UBERON_0002351	sinoatrial node	http://purl.obolibrary.org/obo/CL_0000187	muscle cell
http://purl.obolibrary.org/obo/CL_1000445	myoepithelial cell of dilator pupillae	http://purl.obolibrary.org/obo/UBERON_0001608	dilatator pupillae	http://purl.obolibrary.org/obo/CL_0000185	myoepithelial cell
http://purl.obolibrary.org/obo/CL_1000418	myoepithelial cell of lactiferous alveolus	http://purl.obolibrary.org/obo/UBERON_0003214	mammary gland alveolus	http://purl.obolibrary.org/obo/CL_0000185	myoepithelial cell
http://purl.obolibrary.org/obo/CL_1000419	myoepithelial cell of lactiferous duct	http://purl.obolibrary.org/obo/UBERON_0001765	mammary duct	http://purl.obolibrary.org/obo/CL_0000185	myoepithelial cell
http://purl.obolibrary.org/obo/CL_1000416	myoepithelial cell of lactiferous gland	http://purl.obolibrary.org/obo/UBERON_0001911	mammary gland	http://purl.obolibrary.org/obo/CL_0000185	myoepithelial cell
http://purl.obolibrary.org/obo/CL_1000417	myoepithelial cell of sweat gland	http://purl.obolibrary.org/obo/UBERON_0001820	sweat gland	http://purl.obolibrary.org/obo/CL_0000185	myoepithelial cell
http://purl.obolibrary.org/obo/CL_0002366	myometrial cell	http://purl.obolibrary.org/obo/UBERON_0001296	myometrium	http://purl.obolibrary.org/obo/CL_0000192	smooth muscle cell
http://purl.obolibrary.org/obo/CL_2000094	nasal cavity respiratory epithelium epithelial cell of viscerocranial mucosa	http://purl.obolibrary.org/obo/UBERON_0005385	nasal cavity respiratory epithelium	http://purl.obolibrary.org/obo/CL_1000441	epithelial cell of viscerocranial mucosa
http://purl.obolibrary.org/obo/CL_0002480	nasal mucosa goblet cell	http://purl.obolibrary.org/obo/UBERON_0001826	nasal cavity mucosa	http://purl.obolibrary.org/obo/CL_0000160	goblet cell
http://purl.obolibrary.org/obo/CL_0009019	nephrogenic zone cell	http://purl.obolibrary.org/obo/UBERON_0009871	nephrogenic zone	http://purl.obolibrary.org/obo/CL_0002681	kidney cortical cell
http://purl.obolibrary.org/obo/CL_0002564	nucleus pulposus cell of intervertebral disc	http://purl.obolibrary.org/obo/UBERON_0002242	nucleus pulposus	http://purl.obolibrary.org/obo/CL_0002320	connective tissue cell
http://purl.obolibrary.org/obo/CL_0000853	olfactory epithelial support cell	http://purl.obolibrary.org/obo/UBERON_0001997	olfactory epithelium	http://purl.obolibrary.org/obo/CL_0000630	supportive cell
http://purl.obolibrary.org/obo/CL_0000626	olfactory granule cell	http://purl.obolibrary.org/obo/UBERON_0002264	olfactory bulb	http://purl.obolibrary.org/obo/CL_0000120	granule cell
http://purl.obolibrary.org/obo/CL_0002453	oligodendrocyte precursor cell	http://purl.obolibrary.org/obo/UBERON_0001017	central nervous system	http://purl.obolibrary.org/obo/CL_0000123	neuron associated cell (sensu Vertebrata)
http://purl.obolibrary.org/obo/CL_0002579	omentum preadipocyte	http://purl.obolibrary.org/obo/UBERON_0003688	omentum	http://purl.obolibrary.org/obo/CL_0002334	preadipocyte
http://purl.obolibrary.org/obo/CL_2000070	optic choroid fibroblast	http://purl.obolibrary.org/obo/UBERON_0001776	optic choroid	http://purl.obolibrary.org/obo/CL_0000057	fibroblast
http://purl.obolibrary.org/obo/CL_0002490	organ of Corti supporting cell	http://purl.obolibrary.org/obo/UBERON_0002227	spiral organ of cochlea	http://purl.obolibrary.org/obo/CL_0005014	auditory epithelial support cell
http://purl.obolibrary.org/obo/CL_1001210	outer medulla vasa recta ascending limb cell	http://purl.obolibrary.org/obo/UBERON_0009093	outer medulla vasa recta ascending limb	http://purl.obolibrary.org/obo/CL_1001131	vasa recta ascending limb cell
http://purl.obolibrary.org/obo/CL_1001287	outer medulla vasa recta descending limb cell	http://purl.obolibrary.org/obo/UBERON_0009090	outer medulla vasa recta descending limb	http://purl.obolibrary.org/obo/CL_1001285	vasa recta descending limb cell
http://purl.obolibrary.org/obo/CL_1001127	outer renal medulla vasa recta cell	http://purl.obolibrary.org/obo/UBERON_0004775	outer renal medulla vasa recta	http://purl.obolibrary.org/obo/CL_1001036	vasa recta cell
http://purl.obolibrary.org/obo/CL_2000063	ovarian fibroblast	http://purl.obolibrary.org/obo/UBERON_0000992	ovary	http://purl.obolibrary.org/obo/CL_0000057	fibroblast
http://purl.obolibrary.org/obo/CL_1001591	oviduct glandular cell	http://purl.obolibrary.org/obo/UBERON_0000993	oviduct	http://purl.obolibrary.org/obo/CL_0000150	glandular epithelial cell
http://purl.obolibrary.org/obo/CL_0002200	oxyphil cell of thyroid	http://purl.obolibrary.org/obo/UBERON_0002046	thyroid gland	http://purl.obolibrary.org/obo/CL_0002198	oncocyte
http://purl.obolibrary.org/obo/CL_1001599	pancreas exocrine glandular cell	http://purl.obolibrary.org/obo/UBERON_0000017	exocrine pancreas	http://purl.obolibrary.org/obo/CL_0000150	glandular epithelial cell
http://purl.obolibrary.org/obo/CL_0000173	pancreatic D cell	http://purl.obolibrary.org/obo/UBERON_0001264	pancreas	http://purl.obolibrary.org/obo/CL_0000502	type D enteroendocrine cell
http://purl.obolibrary.org/obo/CL_0002064	pancreatic acinar cell	http://purl.obolibrary.org/obo/UBERON_0001263	pancreatic acinus	http://purl.obolibrary.org/obo/CL_0000622	acinar cell
http://purl.obolibrary.org/obo/CL_1000322	pancreatic goblet cell	http://purl.obolibrary.org/obo/UBERON_0001264	pancreas	http://purl.obolibrary.org/obo/CL_0000160	goblet cell
http://purl.obolibrary.org/obo/CL_1000343	paneth cell of epithelium of small intestine	http://purl.obolibrary.org/obo/UBERON_0001902	epithelium of small intestine	http://purl.obolibrary.org/obo/CL_0000510	paneth cell
http://purl.obolibrary.org/obo/CL_0002624	paneth cell of the appendix	http://purl.obolibrary.org/obo/UBERON_0001154	vermiform appendix	http://purl.obolibrary.org/obo/CL_0000510	paneth cell
http://purl.obolibrary.org/obo/CL_1000597	papillary tips cell	http://purl.obolibrary.org/obo/UBERON_0009095	tip of renal papilla	http://purl.obolibrary.org/obo/CL_1000497	kidney cell
http://purl.obolibrary.org/obo/CL_1001593	parathyroid glandular cell	http://purl.obolibrary.org/obo/UBERON_0001132	parathyroid gland	http://purl.obolibrary.org/obo/CL_0000150	glandular epithelial cell
http://purl.obolibrary.org/obo/CL_2000068	pericardium fibroblast	http://purl.obolibrary.org/obo/UBERON_0002407	pericardium	http://purl.obolibrary.org/obo/CL_0000057	fibroblast
http://purl.obolibrary.org/obo/CL_0002576	perineural cell	http://purl.obolibrary.org/obo/UBERON_0000121	perineurium	http://purl.obolibrary.org/obo/CL_0000186	myofibroblast cell
http://purl.obolibrary.org/obo/CL_2000001	peripheral blood mononuclear cell	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CL_0000842	mononuclear cell
http://purl.obolibrary.org/obo/CL_0002246	peripheral blood stem cell	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CL_0000037	hematopoietic stem cell
http://purl.obolibrary.org/obo/CL_0019026	periportal region hepatocyte	http://purl.obolibrary.org/obo/UBERON_8400006	liver lobule periportal region	http://purl.obolibrary.org/obo/CL_0000182	hepatocyte
http://purl.obolibrary.org/obo/CL_0002616	perirenal adipocyte cell	http://purl.obolibrary.org/obo/UBERON_0005406	perirenal fat	http://purl.obolibrary.org/obo/CL_0000136	fat cell
http://purl.obolibrary.org/obo/CL_0002581	perirenal preadipocyte	http://purl.obolibrary.org/obo/UBERON_0005406	perirenal fat	http://purl.obolibrary.org/obo/CL_0002334	preadipocyte
http://purl.obolibrary.org/obo/CL_1001033	peritubular capillary endothelial cell	http://purl.obolibrary.org/obo/UBERON_0005272	peritubular capillary	http://purl.obolibrary.org/obo/CL_1000892	kidney capillary endothelial cell
http://purl.obolibrary.org/obo/CL_0002481	peritubular myoid cell	http://purl.obolibrary.org/obo/UBERON_0001343	seminiferous tubule of testis	http://purl.obolibrary.org/obo/CL_0000185	myoepithelial cell
http://purl.obolibrary.org/obo/CL_2000004	pituitary gland cell	http://purl.obolibrary.org/obo/UBERON_0000007	pituitary gland	http://purl.obolibrary.org/obo/CL_0000003	native cell
http://purl.obolibrary.org/obo/CL_2000061	placental amniotic mesenchymal stromal cell	http://purl.obolibrary.org/obo/UBERON_0001987	placenta	http://purl.obolibrary.org/obo/CL_0000134	mesenchymal stem cell
http://purl.obolibrary.org/obo/CL_0002359	placental hematopoietic stem cell	http://purl.obolibrary.org/obo/UBERON_0001987	placenta	http://purl.obolibrary.org/obo/CL_0000037	hematopoietic stem cell
http://purl.obolibrary.org/obo/CL_2000078	placental pericyte	http://purl.obolibrary.org/obo/UBERON_0001987	placenta	http://purl.obolibrary.org/obo/CL_0000669	pericyte cell
http://purl.obolibrary.org/obo/CL_2000060	placental villous trophoblast	http://purl.obolibrary.org/obo/UBERON_0010005	placental labyrinth villous	http://purl.obolibrary.org/obo/CL_0000351	trophoblast cell
http://purl.obolibrary.org/obo/CL_2000062	placental villus capillary endothelial cell	http://purl.obolibrary.org/obo/UBERON_0010005	placental labyrinth villous	http://purl.obolibrary.org/obo/CL_0002144	capillary endothelial cell
http://purl.obolibrary.org/obo/CL_0009033	plasma cell of appendix	http://purl.obolibrary.org/obo/UBERON_0001154	vermiform appendix	http://purl.obolibrary.org/obo/CL_0000786	plasma cell
http://purl.obolibrary.org/obo/CL_1000236	posterior lateral line nerve glial cell	http://purl.obolibrary.org/obo/UBERON_2000175	posterior lateral line nerve	http://purl.obolibrary.org/obo/CL_0000125	glial cell
http://purl.obolibrary.org/obo/CL_2000039	posterior lateral line neuromast support cell	http://purl.obolibrary.org/obo/UBERON_0006334	posterior lateral line	http://purl.obolibrary.org/obo/CL_0000852	neuromast support cell
http://purl.obolibrary.org/obo/CL_0002580	preadipocyte of the breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast	http://purl.obolibrary.org/obo/CL_0002334	preadipocyte
http://purl.obolibrary.org/obo/CL_1000315	principal gastric gland goblet cell	http://purl.obolibrary.org/obo/UBERON_0009971	principal gastric gland	http://purl.obolibrary.org/obo/CL_0000160	goblet cell
http://purl.obolibrary.org/obo/CL_0002622	prostate stromal cell	http://purl.obolibrary.org/obo/UBERON_0002367	prostate gland	http://purl.obolibrary.org/obo/CL_0000499	stromal cell
http://purl.obolibrary.org/obo/CL_1001568	pulmonary artery endothelial cell	http://purl.obolibrary.org/obo/UBERON_0002012	pulmonary artery	http://purl.obolibrary.org/obo/CL_0002139	endothelial cell of vascular tree
