defined_class	defined_class_label	anatomical_entity	anatomical_entity_label	cell	cell_label
http://purl.obolibrary.org/obo/CL_1000335	enterocyte of epithelium of intestinal villus	http://purl.obolibrary.org/obo/UBERON_0013636	epithelium of intestinal villus	http://purl.obolibrary.org/obo/CL_0000584	enterocyte
http://purl.obolibrary.org/obo/CL_0002071	enterocyte of epithelium of large intestine	http://purl.obolibrary.org/obo/UBERON_0001278	epithelium of large intestine	http://purl.obolibrary.org/obo/CL_0000584	enterocyte
http://purl.obolibrary.org/obo/CL_1000334	enterocyte of epithelium of small intestine	http://purl.obolibrary.org/obo/UBERON_0001902	epithelium of small intestine	http://purl.obolibrary.org/obo/CL_0000584	enterocyte
http://purl.obolibrary.org/obo/CL_0009042	enteroendocrine cell of colon	http://purl.obolibrary.org/obo/UBERON_0001155	colon	http://purl.obolibrary.org/obo/CL_0000164	enteroendocrine cell
http://purl.obolibrary.org/obo/CL_0009006	enteroendocrine cell of small intestine	http://purl.obolibrary.org/obo/UBERON_0002108	small intestine	http://purl.obolibrary.org/obo/CL_0000164	enteroendocrine cell
http://purl.obolibrary.org/obo/CL_2000000	epidermal melanocyte	http://purl.obolibrary.org/obo/UBERON_0001003	skin epidermis	http://purl.obolibrary.org/obo/CL_0000148	melanocyte
http://purl.obolibrary.org/obo/CL_1001590	epididymis glandular cell	http://purl.obolibrary.org/obo/UBERON_0001301	epididymis	http://purl.obolibrary.org/obo/CL_0000150	glandular epithelial cell
http://purl.obolibrary.org/obo/CL_1000435	epithelial cell of lacrimal duct	http://purl.obolibrary.org/obo/UBERON_0001850	lacrimal drainage system	http://purl.obolibrary.org/obo/CL_0000072	non-branched duct epithelial cell
http://purl.obolibrary.org/obo/CL_0002632	epithelial cell of lower respiratory tract	http://purl.obolibrary.org/obo/UBERON_0001558	lower respiratory tract	http://purl.obolibrary.org/obo/CL_0002368	respiratory epithelial cell
http://purl.obolibrary.org/obo/CL_1000437	epithelial cell of nasolacrimal duct	http://purl.obolibrary.org/obo/UBERON_0002392	nasolacrimal duct	http://purl.obolibrary.org/obo/CL_0000072	non-branched duct epithelial cell
http://purl.obolibrary.org/obo/CL_0002260	epithelial cell of parathyroid gland	http://purl.obolibrary.org/obo/UBERON_0001132	parathyroid gland	http://purl.obolibrary.org/obo/CL_0002076	endo-epithelial cell
http://purl.obolibrary.org/obo/CL_0002231	epithelial cell of prostate	http://purl.obolibrary.org/obo/UBERON_0002367	prostate gland	http://purl.obolibrary.org/obo/CL_0002076	endo-epithelial cell
http://purl.obolibrary.org/obo/CL_0002233	epithelial cell of prostatic acinus	http://purl.obolibrary.org/obo/UBERON_0004179	prostate glandular acinus	http://purl.obolibrary.org/obo/CL_0002231	epithelial cell of prostate
http://purl.obolibrary.org/obo/CL_0002232	epithelial cell of prostatic duct	http://purl.obolibrary.org/obo/UBERON_0002485	prostate duct	http://purl.obolibrary.org/obo/CL_0000072	non-branched duct epithelial cell
http://purl.obolibrary.org/obo/CL_1000447	epithelial cell of stratum germinativum of esophagus	http://purl.obolibrary.org/obo/UBERON_0001976	epithelium of esophagus	http://purl.obolibrary.org/obo/CL_0000646	basal cell
http://purl.obolibrary.org/obo/CL_0002293	epithelial cell of thymus	http://purl.obolibrary.org/obo/UBERON_0002370	thymus	http://purl.obolibrary.org/obo/CL_0002076	endo-epithelial cell
http://purl.obolibrary.org/obo/CL_0002257	epithelial cell of thyroid gland	http://purl.obolibrary.org/obo/UBERON_0002046	thyroid gland	http://purl.obolibrary.org/obo/CL_0002076	endo-epithelial cell
http://purl.obolibrary.org/obo/CL_0002631	epithelial cell of upper respiratory tract	http://purl.obolibrary.org/obo/UBERON_0001557	upper respiratory tract	http://purl.obolibrary.org/obo/CL_0002368	respiratory epithelial cell
http://purl.obolibrary.org/obo/CL_0002149	epithelial cell of uterus	http://purl.obolibrary.org/obo/UBERON_0000995	uterus	http://purl.obolibrary.org/obo/CL_0002076	endo-epithelial cell
http://purl.obolibrary.org/obo/CL_0002484	epithelial melanocyte	http://purl.obolibrary.org/obo/UBERON_0000483	epithelium	http://purl.obolibrary.org/obo/CL_0000148	melanocyte
http://purl.obolibrary.org/obo/CL_0002173	extraglomerular mesangial cell	http://purl.obolibrary.org/obo/UBERON_0002321	extraglomerular mesangium	http://purl.obolibrary.org/obo/CL_0002320	connective tissue cell
http://purl.obolibrary.org/obo/CL_0019020	extrahepatic cholangiocyte	http://purl.obolibrary.org/obo/UBERON_0004822	extrahepatic bile duct epithelium	http://purl.obolibrary.org/obo/CL_1000488	cholangiocyte
http://purl.obolibrary.org/obo/CL_0000287	eye photoreceptor cell	http://purl.obolibrary.org/obo/UBERON_0000970	eye	http://purl.obolibrary.org/obo/CL_0000210	photoreceptor cell
http://purl.obolibrary.org/obo/CL_2000057	femural osteoblast	http://purl.obolibrary.org/obo/UBERON_0000981	femur	http://purl.obolibrary.org/obo/CL_0000062	osteoblast
http://purl.obolibrary.org/obo/CL_1000303	fibroblast of areolar connective tissue	http://purl.obolibrary.org/obo/UBERON_0006815	areolar connective tissue	http://purl.obolibrary.org/obo/CL_0000057	fibroblast
http://purl.obolibrary.org/obo/CL_2000015	fibroblast of arm	http://purl.obolibrary.org/obo/UBERON_0001460	arm	http://purl.obolibrary.org/obo/CL_0002620	skin fibroblast
http://purl.obolibrary.org/obo/CL_4006000	fibroblast of breast	http://purl.obolibrary.org/obo/UBERON_0000310	breast	http://purl.obolibrary.org/obo/CL_0000057	fibroblast
http://purl.obolibrary.org/obo/CL_0002548	fibroblast of cardiac tissue	http://purl.obolibrary.org/obo/UBERON_0000948	heart	http://purl.obolibrary.org/obo/CL_0000057	fibroblast
http://purl.obolibrary.org/obo/CL_0002549	fibroblast of choroid plexus	http://purl.obolibrary.org/obo/UBERON_0001886	choroid plexus	http://purl.obolibrary.org/obo/CL_0000057	fibroblast
http://purl.obolibrary.org/obo/CL_1000307	fibroblast of dense regular elastic tissue	http://purl.obolibrary.org/obo/UBERON_0007846	dense regular connective tissue	http://purl.obolibrary.org/obo/CL_0000057	fibroblast
http://purl.obolibrary.org/obo/CL_0002551	fibroblast of dermis	http://purl.obolibrary.org/obo/UBERON_0002067	dermis	http://purl.obolibrary.org/obo/CL_0002620	skin fibroblast
http://purl.obolibrary.org/obo/CL_0002552	fibroblast of gingiva	http://purl.obolibrary.org/obo/UBERON_0001828	gingiva	http://purl.obolibrary.org/obo/CL_0000057	fibroblast
http://purl.obolibrary.org/obo/CL_0002553	fibroblast of lung	http://purl.obolibrary.org/obo/UBERON_0002048	lung	http://purl.obolibrary.org/obo/CL_0000057	fibroblast
http://purl.obolibrary.org/obo/CL_0002554	fibroblast of lymphatic vessel	http://purl.obolibrary.org/obo/UBERON_0001473	lymphatic vessel	http://purl.obolibrary.org/obo/CL_0000057	fibroblast
http://purl.obolibrary.org/obo/CL_0002555	fibroblast of mammary gland	http://purl.obolibrary.org/obo/UBERON_0001911	mammary gland	http://purl.obolibrary.org/obo/CL_0000057	fibroblast
http://purl.obolibrary.org/obo/CL_1000302	fibroblast of papillary layer of dermis	http://purl.obolibrary.org/obo/UBERON_0001992	papillary layer of dermis	http://purl.obolibrary.org/obo/CL_0002551	fibroblast of dermis
http://purl.obolibrary.org/obo/CL_2000012	fibroblast of pedal digit skin	http://purl.obolibrary.org/obo/UBERON_0003530	pedal digit skin	http://purl.obolibrary.org/obo/CL_0002620	skin fibroblast
http://purl.obolibrary.org/obo/CL_2000017	fibroblast of peridontal ligament	http://purl.obolibrary.org/obo/UBERON_0008266	periodontal ligament	http://purl.obolibrary.org/obo/CL_0000057	fibroblast
http://purl.obolibrary.org/obo/CL_0002556	fibroblast of periodontium	http://purl.obolibrary.org/obo/UBERON_0001758	periodontium	http://purl.obolibrary.org/obo/CL_0000057	fibroblast
http://purl.obolibrary.org/obo/CL_0002557	fibroblast of pulmonary artery	http://purl.obolibrary.org/obo/UBERON_0002012	pulmonary artery	http://purl.obolibrary.org/obo/CL_0000057	fibroblast
http://purl.obolibrary.org/obo/CL_0011022	fibroblast of skin of back	http://purl.obolibrary.org/obo/UBERON_0001068	skin of back	http://purl.obolibrary.org/obo/CL_0000057	fibroblast
http://purl.obolibrary.org/obo/CL_4006001	fibroblast of skin of scalp	http://purl.obolibrary.org/obo/UBERON_8300000	skin of scalp	http://purl.obolibrary.org/obo/CL_0000057	fibroblast
http://purl.obolibrary.org/obo/CL_0002547	fibroblast of the aortic adventitia	http://purl.obolibrary.org/obo/UBERON_0004664	aorta tunica adventitia	http://purl.obolibrary.org/obo/CL_1000306	fibroblast of tunica adventitia of artery
http://purl.obolibrary.org/obo/CL_0002550	fibroblast of the conjunctiva	http://purl.obolibrary.org/obo/UBERON_0001811	conjunctiva	http://purl.obolibrary.org/obo/CL_0000057	fibroblast
http://purl.obolibrary.org/obo/CL_1000306	fibroblast of tunica adventitia of artery	http://purl.obolibrary.org/obo/UBERON_0005734	tunica adventitia of blood vessel	http://purl.obolibrary.org/obo/CL_0000057	fibroblast
http://purl.obolibrary.org/obo/CL_0011021	fibroblast of upper back skin	http://purl.obolibrary.org/obo/UBERON_0009015	upper back skin	http://purl.obolibrary.org/obo/CL_0000057	fibroblast
http://purl.obolibrary.org/obo/CL_1000308	fibrocyte of adventitia of ureter	http://purl.obolibrary.org/obo/UBERON_0001252	adventitia of ureter	http://purl.obolibrary.org/obo/CL_0000135	fibrocyte
http://purl.obolibrary.org/obo/CL_0002177	folliculostellate cell of pars distalis of adenohypophysis	http://purl.obolibrary.org/obo/UBERON_0006964	pars distalis of adenohypophysis	http://purl.obolibrary.org/obo/CL_0000642	folliculostellate cell
http://purl.obolibrary.org/obo/CL_1000042	forebrain neuroblast	http://purl.obolibrary.org/obo/UBERON_0001890	forebrain	http://purl.obolibrary.org/obo/CL_0000031	neuroblast (sensu Vertebrata)
http://purl.obolibrary.org/obo/CL_0013000	forebrain radial glial cell	http://purl.obolibrary.org/obo/UBERON_0001890	forebrain	http://purl.obolibrary.org/obo/CL_0000681	radial glial cell
http://purl.obolibrary.org/obo/CL_1001608	foreskin fibroblast	http://purl.obolibrary.org/obo/UBERON_0001332	prepuce of penis	http://purl.obolibrary.org/obo/CL_0002620	skin fibroblast
http://purl.obolibrary.org/obo/CL_1001606	foreskin keratinocyte	http://purl.obolibrary.org/obo/UBERON_0001332	prepuce of penis	http://purl.obolibrary.org/obo/CL_0000312	keratinocyte
http://purl.obolibrary.org/obo/CL_2000045	foreskin melanocyte	http://purl.obolibrary.org/obo/UBERON_0001332	prepuce of penis	http://purl.obolibrary.org/obo/CL_0000148	melanocyte
http://purl.obolibrary.org/obo/CL_1001592	gall bladder glandular cell	http://purl.obolibrary.org/obo/UBERON_0002110	gall bladder	http://purl.obolibrary.org/obo/CL_0000150	glandular epithelial cell
http://purl.obolibrary.org/obo/CL_2000069	gallbladder fibroblast	http://purl.obolibrary.org/obo/UBERON_0002110	gall bladder	http://purl.obolibrary.org/obo/CL_0000057	fibroblast
http://purl.obolibrary.org/obo/CL_1000314	gastric cardiac gland goblet cell	http://purl.obolibrary.org/obo/UBERON_0008859	cardiac gastric gland	http://purl.obolibrary.org/obo/CL_0000160	goblet cell
http://purl.obolibrary.org/obo/CL_1000313	gastric goblet cell	http://purl.obolibrary.org/obo/UBERON_0000945	stomach	http://purl.obolibrary.org/obo/CL_0000160	goblet cell
http://purl.obolibrary.org/obo/CL_0000865	gastrointestinal tract (lamina propria) macrophage	http://purl.obolibrary.org/obo/UBERON_0004780	gastrointestinal system lamina propria	http://purl.obolibrary.org/obo/CL_0000885	gut-associated lymphoid tissue macrophage
http://purl.obolibrary.org/obo/CL_0009007	gastrointestinal tract (lamina propria) macrophage of small intestine	http://purl.obolibrary.org/obo/UBERON_0001238	lamina propria of small intestine	http://purl.obolibrary.org/obo/CL_0000885	gut-associated lymphoid tissue macrophage
http://purl.obolibrary.org/obo/CL_0002352	gestational hematopoietic stem cell	http://purl.obolibrary.org/obo/UBERON_0000922	embryo	http://purl.obolibrary.org/obo/CL_0000037	hematopoietic stem cell
http://purl.obolibrary.org/obo/CL_0002656	glandular cell of endometrium	http://purl.obolibrary.org/obo/UBERON_0001295	endometrium	http://purl.obolibrary.org/obo/CL_0000150	glandular epithelial cell
http://purl.obolibrary.org/obo/CL_0002657	glandular cell of esophagus	http://purl.obolibrary.org/obo/UBERON_0001043	esophagus	http://purl.obolibrary.org/obo/CL_0000150	glandular epithelial cell
http://purl.obolibrary.org/obo/CL_0002659	glandular cell of stomach	http://purl.obolibrary.org/obo/UBERON_0000945	stomach	http://purl.obolibrary.org/obo/CL_0000150	glandular epithelial cell
http://purl.obolibrary.org/obo/CL_0002658	glandular cell of the large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	large intestine	http://purl.obolibrary.org/obo/CL_0000150	glandular epithelial cell
http://purl.obolibrary.org/obo/CL_1001005	glomerular capillary endothelial cell	http://purl.obolibrary.org/obo/UBERON_0004294	glomerular capillary endothelium	http://purl.obolibrary.org/obo/CL_1000892	kidney capillary endothelial cell
http://purl.obolibrary.org/obo/CL_1000746	glomerular cell	http://purl.obolibrary.org/obo/UBERON_0000074	renal glomerulus	http://purl.obolibrary.org/obo/CL_1000612	kidney corpuscule cell
http://purl.obolibrary.org/obo/CL_0002188	glomerular endothelial cell	http://purl.obolibrary.org/obo/UBERON_0000074	renal glomerulus	http://purl.obolibrary.org/obo/CL_0000115	endothelial cell
http://purl.obolibrary.org/obo/CL_1000742	glomerular mesangial cell	http://purl.obolibrary.org/obo/UBERON_0002320	glomerular mesangium	http://purl.obolibrary.org/obo/CL_1000612	kidney corpuscule cell
http://purl.obolibrary.org/obo/CL_1000217	growth plate cartilage chondrocyte	http://purl.obolibrary.org/obo/UBERON_0004129	growth plate cartilage	http://purl.obolibrary.org/obo/CL_0000138	chondrocyte
http://purl.obolibrary.org/obo/CL_0002559	hair follicle cell	http://purl.obolibrary.org/obo/UBERON_0002073	hair follicle	http://purl.obolibrary.org/obo/CL_0002371	somatic cell
http://purl.obolibrary.org/obo/CL_0000346	hair follicle dermal papilla cell	http://purl.obolibrary.org/obo/UBERON_0000412	dermal papilla	http://purl.obolibrary.org/obo/CL_0000134	mesenchymal stem cell
http://purl.obolibrary.org/obo/CL_2000083	hair follicle dermal papilla cell of scalp	http://purl.obolibrary.org/obo/UBERON_0000403	scalp	http://purl.obolibrary.org/obo/CL_0000346	hair follicle dermal papilla cell
http://purl.obolibrary.org/obo/CL_0002483	hair follicle melanocyte	http://purl.obolibrary.org/obo/UBERON_0002073	hair follicle	http://purl.obolibrary.org/obo/CL_0000148	melanocyte
http://purl.obolibrary.org/obo/CL_2000092	hair follicular keratinocyte	http://purl.obolibrary.org/obo/UBERON_0002073	hair follicle	http://purl.obolibrary.org/obo/CL_0000312	keratinocyte
http://purl.obolibrary.org/obo/CL_0002562	hair germinal matrix cell	http://purl.obolibrary.org/obo/UBERON_0006004	hair follicle matrix region	http://purl.obolibrary.org/obo/CL_0000362	epidermal cell
http://purl.obolibrary.org/obo/CL_1000147	heart valve cell	http://purl.obolibrary.org/obo/UBERON_0000948	heart	http://purl.obolibrary.org/obo/CL_0000663	valve cell
http://purl.obolibrary.org/obo/CL_0002571	hepatic mesenchymal stem cell	http://purl.obolibrary.org/obo/UBERON_0002107	liver	http://purl.obolibrary.org/obo/CL_0000134	mesenchymal stem cell
http://purl.obolibrary.org/obo/CL_2000076	hindlimb stylopod vein endothelial cell	http://purl.obolibrary.org/obo/UBERON_0000376	hindlimb stylopod	http://purl.obolibrary.org/obo/CL_0002543	vein endothelial cell
http://purl.obolibrary.org/obo/CL_0001033	hippocampal granule cell	http://purl.obolibrary.org/obo/UBERON_0001954	Ammon's horn	http://purl.obolibrary.org/obo/CL_0000120	granule cell
http://purl.obolibrary.org/obo/CL_1001569	hippocampal interneuron	http://purl.obolibrary.org/obo/UBERON_0001954	Ammon's horn	http://purl.obolibrary.org/obo/CL_0000099	interneuron
http://purl.obolibrary.org/obo/CL_0002608	hippocampal neuron	http://purl.obolibrary.org/obo/UBERON_0001954	Ammon's horn	http://purl.obolibrary.org/obo/CL_0000117	CNS neuron (sensu Vertebrata)
http://purl.obolibrary.org/obo/CL_1001580	hippocampus glial cell	http://purl.obolibrary.org/obo/UBERON_0001954	Ammon's horn	http://purl.obolibrary.org/obo/CL_0000125	glial cell
http://purl.obolibrary.org/obo/CL_2000030	hypothalamus cell	http://purl.obolibrary.org/obo/UBERON_0001898	hypothalamus	http://purl.obolibrary.org/obo/CL_0000003	native cell
http://purl.obolibrary.org/obo/CL_1000326	ileal goblet cell	http://purl.obolibrary.org/obo/UBERON_0002116	ileum	http://purl.obolibrary.org/obo/CL_0000160	goblet cell
http://purl.obolibrary.org/obo/CL_2000020	inner cell mass cell	http://purl.obolibrary.org/obo/UBERON_0000087	inner cell mass	http://purl.obolibrary.org/obo/CL_0000003	native cell
http://purl.obolibrary.org/obo/CL_1001209	inner medulla vasa recta ascending limb cell	http://purl.obolibrary.org/obo/UBERON_0009092	inner medulla vasa recta ascending limb	http://purl.obolibrary.org/obo/CL_1001131	vasa recta ascending limb cell
http://purl.obolibrary.org/obo/CL_1001286	inner medulla vasa recta descending limb cell	http://purl.obolibrary.org/obo/UBERON_0009089	inner medulla vasa recta descending limb	http://purl.obolibrary.org/obo/CL_1001285	vasa recta descending limb cell
http://purl.obolibrary.org/obo/CL_1000596	inner renal cortex cell	http://purl.obolibrary.org/obo/UBERON_0005271	juxtamedullary cortex	http://purl.obolibrary.org/obo/CL_1000497	kidney cell
http://purl.obolibrary.org/obo/CL_1001126	inner renal medulla vasa recta cell	http://purl.obolibrary.org/obo/UBERON_0004776	inner renal medulla vasa recta	http://purl.obolibrary.org/obo/CL_1001036	vasa recta cell
http://purl.obolibrary.org/obo/CL_0002560	inner root sheath cell	http://purl.obolibrary.org/obo/UBERON_0005941	hair inner root sheath	http://purl.obolibrary.org/obo/CL_0002559	hair follicle cell
http://purl.obolibrary.org/obo/CL_1001138	interlobular artery cell	http://purl.obolibrary.org/obo/UBERON_0004723	interlobular artery	http://purl.obolibrary.org/obo/CL_1001045	kidney cortex artery cell
http://purl.obolibrary.org/obo/CL_1001145	interlobular vein cell	http://purl.obolibrary.org/obo/UBERON_0005168	renal interlobular vein	http://purl.obolibrary.org/obo/CL_1001052	kidney cortex vein cell
http://purl.obolibrary.org/obo/CL_1001216	interlobulary artery endothelial cell	http://purl.obolibrary.org/obo/UBERON_0004723	interlobular artery	http://purl.obolibrary.org/obo/CL_0000115	endothelial cell
http://purl.obolibrary.org/obo/CL_1001217	interlobulary artery smooth muscle cell	http://purl.obolibrary.org/obo/UBERON_0004723	interlobular artery	http://purl.obolibrary.org/obo/CL_0000192	smooth muscle cell
http://purl.obolibrary.org/obo/CL_1001223	interlobulary vein endothelial cell	http://purl.obolibrary.org/obo/UBERON_0005168	renal interlobular vein	http://purl.obolibrary.org/obo/CL_0000115	endothelial cell
http://purl.obolibrary.org/obo/CL_1001224	interlobulary vein smooth muscle cell	http://purl.obolibrary.org/obo/UBERON_0005168	renal interlobular vein	http://purl.obolibrary.org/obo/CL_0000192	smooth muscle cell
http://purl.obolibrary.org/obo/CL_0002096	internodal tract myocyte	http://purl.obolibrary.org/obo/UBERON_0009966	internodal tract	http://purl.obolibrary.org/obo/CL_0000187	muscle cell
http://purl.obolibrary.org/obo/CL_0019032	intestinal tuft cell	http://purl.obolibrary.org/obo/UBERON_0001277	intestinal epithelium	http://purl.obolibrary.org/obo/CL_0002204	brush cell
http://purl.obolibrary.org/obo/CL_1000317	intestinal villus goblet cell	http://purl.obolibrary.org/obo/UBERON_0001213	intestinal villus	http://purl.obolibrary.org/obo/CL_0000160	goblet cell
http://purl.obolibrary.org/obo/CL_0019031	intestine goblet cell	http://purl.obolibrary.org/obo/UBERON_0001277	intestinal epithelium	http://purl.obolibrary.org/obo/CL_0000160	goblet cell
http://purl.obolibrary.org/obo/CL_0002538	intrahepatic cholangiocyte	http://purl.obolibrary.org/obo/UBERON_0004823	intrahepatic bile duct epithelium	http://purl.obolibrary.org/obo/CL_1000488	cholangiocyte
http://purl.obolibrary.org/obo/CL_0002565	iris pigment epithelial cell	http://purl.obolibrary.org/obo/UBERON_0002506	iris epithelium	http://purl.obolibrary.org/obo/CL_0000342	pigment cell (sensu Vertebrata)
http://purl.obolibrary.org/obo/CL_1000325	jejunal goblet cell	http://purl.obolibrary.org/obo/UBERON_0002115	jejunum	http://purl.obolibrary.org/obo/CL_0000160	goblet cell
http://purl.obolibrary.org/obo/CL_1000618	juxtaglomerular complex cell	http://purl.obolibrary.org/obo/UBERON_0002303	juxtaglomerular apparatus	http://purl.obolibrary.org/obo/CL_0002681	kidney cortical cell
http://purl.obolibrary.org/obo/CL_0002170	keratinized cell of the oral mucosa	http://purl.obolibrary.org/obo/UBERON_0003729	mouth mucosa	http://purl.obolibrary.org/obo/CL_0000237	keratinizing barrier epithelial cell
http://purl.obolibrary.org/obo/CL_0002637	keratinized epithelial cell of the anal canal	http://purl.obolibrary.org/obo/UBERON_0000159	anal canal	http://purl.obolibrary.org/obo/CL_0000237	keratinizing barrier epithelial cell
http://purl.obolibrary.org/obo/CL_0000312	keratinocyte	http://purl.obolibrary.org/obo/UBERON_0001003	skin epidermis	http://purl.obolibrary.org/obo/CL_0000237	keratinizing barrier epithelial cell
http://purl.obolibrary.org/obo/CL_0002363	keratocyte	http://purl.obolibrary.org/obo/UBERON_0001777	substantia propria of cornea	http://purl.obolibrary.org/obo/CL_0000057	fibroblast
http://purl.obolibrary.org/obo/CL_1001006	kidney afferent arteriole cell	http://purl.obolibrary.org/obo/UBERON_0004639	renal afferent arteriole	http://purl.obolibrary.org/obo/CL_1000891	kidney arterial blood vessel cell
http://purl.obolibrary.org/obo/CL_1001096	kidney afferent arteriole endothelial cell	http://purl.obolibrary.org/obo/UBERON_0004639	renal afferent arteriole	http://purl.obolibrary.org/obo/CL_0000115	endothelial cell
http://purl.obolibrary.org/obo/CL_1001097	kidney afferent arteriole smooth muscle cell	http://purl.obolibrary.org/obo/UBERON_0004639	renal afferent arteriole	http://purl.obolibrary.org/obo/CL_0000192	smooth muscle cell
http://purl.obolibrary.org/obo/CL_1000891	kidney arterial blood vessel cell	http://purl.obolibrary.org/obo/UBERON_0003644	kidney arterial blood vessel	http://purl.obolibrary.org/obo/CL_1000854	kidney blood vessel cell
http://purl.obolibrary.org/obo/CL_1000892	kidney capillary endothelial cell	http://purl.obolibrary.org/obo/UBERON_0003527	kidney capillary	http://purl.obolibrary.org/obo/CL_1000854	kidney blood vessel cell
http://purl.obolibrary.org/obo/CL_1001225	kidney collecting duct cell	http://purl.obolibrary.org/obo/UBERON_0001232	collecting duct of renal tubule	http://purl.obolibrary.org/obo/CL_1000497	kidney cell
http://purl.obolibrary.org/obo/CL_1000454	kidney collecting duct epithelial cell	http://purl.obolibrary.org/obo/UBERON_0001232	collecting duct of renal tubule	http://purl.obolibrary.org/obo/CL_0000072	non-branched duct epithelial cell
http://purl.obolibrary.org/obo/CL_1001432	kidney collecting duct intercalated cell	http://purl.obolibrary.org/obo/UBERON_0001232	collecting duct of renal tubule	http://purl.obolibrary.org/obo/CL_0005010	renal intercalated cell
http://purl.obolibrary.org/obo/CL_1001431	kidney collecting duct principal cell	http://purl.obolibrary.org/obo/UBERON_0001232	collecting duct of renal tubule	http://purl.obolibrary.org/obo/CL_0005009	renal principal cell
http://purl.obolibrary.org/obo/CL_1000612	kidney corpuscule cell	http://purl.obolibrary.org/obo/UBERON_0001229	renal corpuscle	http://purl.obolibrary.org/obo/CL_0002584	renal cortical epithelial cell
http://purl.obolibrary.org/obo/CL_1001045	kidney cortex artery cell	http://purl.obolibrary.org/obo/UBERON_0005268	renal cortex artery	http://purl.obolibrary.org/obo/CL_1000891	kidney arterial blood vessel cell
http://purl.obolibrary.org/obo/CL_1000549	kidney cortex collecting duct epithelial cell	http://purl.obolibrary.org/obo/UBERON_0004203	cortical collecting duct	http://purl.obolibrary.org/obo/CL_1000497	kidney cell
http://purl.obolibrary.org/obo/CL_1000715	kidney cortex collecting duct intercalated cell	http://purl.obolibrary.org/obo/UBERON_0004203	cortical collecting duct	http://purl.obolibrary.org/obo/CL_0005010	renal intercalated cell
http://purl.obolibrary.org/obo/CL_1000714	kidney cortex collecting duct principal cell	http://purl.obolibrary.org/obo/UBERON_0004203	cortical collecting duct	http://purl.obolibrary.org/obo/CL_0005009	renal principal cell
http://purl.obolibrary.org/obo/CL_1000681	kidney cortex interstitial cell	http://purl.obolibrary.org/obo/UBERON_0005270	renal cortex interstitium	http://purl.obolibrary.org/obo/CL_1000500	kidney interstitial cell
http://purl.obolibrary.org/obo/CL_1001124	kidney cortex peritubular capillary cell	http://purl.obolibrary.org/obo/UBERON_0006851	renal cortex peritubular capillary	http://purl.obolibrary.org/obo/CL_1001033	peritubular capillary endothelial cell
http://purl.obolibrary.org/obo/CL_1000615	kidney cortex tubule cell	http://purl.obolibrary.org/obo/UBERON_0006853	renal cortex tubule	http://purl.obolibrary.org/obo/CL_1000507	kidney tubule cell
http://purl.obolibrary.org/obo/CL_1001052	kidney cortex vein cell	http://purl.obolibrary.org/obo/UBERON_0005269	renal cortex vein	http://purl.obolibrary.org/obo/CL_1000893	kidney venous blood vessel cell
http://purl.obolibrary.org/obo/CL_0002681	kidney cortical cell	http://purl.obolibrary.org/obo/UBERON_0001225	cortex of kidney	http://purl.obolibrary.org/obo/CL_1000497	kidney cell
http://purl.obolibrary.org/obo/CL_1000849	kidney distal convoluted tubule epithelial cell	http://purl.obolibrary.org/obo/UBERON_0001292	distal convoluted tubule	http://purl.obolibrary.org/obo/CL_0002305	epithelial cell of distal tubule
http://purl.obolibrary.org/obo/CL_1001009	kidney efferent arteriole cell	http://purl.obolibrary.org/obo/UBERON_0004640	renal efferent arteriole	http://purl.obolibrary.org/obo/CL_1000891	kidney arterial blood vessel cell
http://purl.obolibrary.org/obo/CL_1001099	kidney efferent arteriole endothelial cell	http://purl.obolibrary.org/obo/UBERON_0004640	renal efferent arteriole	http://purl.obolibrary.org/obo/CL_0000115	endothelial cell
http://purl.obolibrary.org/obo/CL_1001100	kidney efferent arteriole smooth muscle cell	http://purl.obolibrary.org/obo/UBERON_0004640	renal efferent arteriole	http://purl.obolibrary.org/obo/CL_0000192	smooth muscle cell
http://purl.obolibrary.org/obo/CL_1000510	kidney glomerular epithelial cell	http://purl.obolibrary.org/obo/UBERON_0004188	glomerular epithelium	http://purl.obolibrary.org/obo/CL_0002518	kidney epithelial cell
http://purl.obolibrary.org/obo/CL_1000617	kidney inner medulla cell	http://purl.obolibrary.org/obo/UBERON_0001294	inner medulla of kidney	http://purl.obolibrary.org/obo/CL_1000504	kidney medulla cell
http://purl.obolibrary.org/obo/CL_1000547	kidney inner medulla collecting duct epithelial cell	http://purl.obolibrary.org/obo/UBERON_0004205	inner medullary collecting duct	http://purl.obolibrary.org/obo/CL_1000497	kidney cell
http://purl.obolibrary.org/obo/CL_1000719	kidney inner medulla collecting duct intercalated cell	http://purl.obolibrary.org/obo/UBERON_0004205	inner medullary collecting duct	http://purl.obolibrary.org/obo/CL_0005010	renal intercalated cell
http://purl.obolibrary.org/obo/CL_1000718	kidney inner medulla collecting duct principal cell	http://purl.obolibrary.org/obo/UBERON_0004205	inner medullary collecting duct	http://purl.obolibrary.org/obo/CL_0005009	renal principal cell
http://purl.obolibrary.org/obo/CL_1000803	kidney inner medulla interstitial cell	http://purl.obolibrary.org/obo/UBERON_0005214	inner renal medulla interstitium	http://purl.obolibrary.org/obo/CL_1000682	kidney medulla interstitial cell
