#curie_map:
#  CL: "http://purl.obolibrary.org/obo/CL_"
#  ZFA: "http://purl.obolibrary.org/obo/ZFA_"
#mapping_set_id: "http://purl.obolibrary.org/obo/zfa/zfa.sssom.tsv"
#license: "https://creativecommons.org/licenses/by/3.0/"
#subject_source: "http://purl.obolibrary.org/obo/zfa.owl"
subject_id	subject_label	predicate_id	object_id	mapping_justification	mapping_cardinality
ZFA:0009163	myelin accumulating cell	semapv:crossSpeciesExactMatch	CL:0000328	semapv:UnspecifiedMatching	1:1
ZFA:0009164	oxygen accumulating cell	semapv:crossSpeciesExactMatch	CL:0000329	semapv:UnspecifiedMatching	1:1
ZFA:0009166	mesenchyme condensation cell	semapv:crossSpeciesExactMatch	CL:0000335	semapv:UnspecifiedMatching	1:1
ZFA:0009167	adrenal medulla cell	semapv:crossSpeciesExactMatch	CL:0000336	semapv:UnspecifiedMatching	1:1
ZFA:0009168	neuroblast (sensu Vertebrata)	semapv:crossSpeciesExactMatch	CL:0000337	semapv:UnspecifiedMatching	1:1
ZFA:0009169	glioblast (sensu Vertebrata)	semapv:crossSpeciesExactMatch	CL:0000339	semapv:UnspecifiedMatching	1:1
ZFA:0009170	pigment cell (sensu Vertebrata)	semapv:crossSpeciesExactMatch	CL:0000342	semapv:UnspecifiedMatching	1:1
ZFA:0009171	visual pigment cell (sensu Vertebrata)	semapv:crossSpeciesExactMatch	CL:0000343	semapv:UnspecifiedMatching	1:1
ZFA:0009173	dental papilla cell	semapv:crossSpeciesExactMatch	CL:0000345	semapv:UnspecifiedMatching	1:1
ZFA:0009174	scleral cell	semapv:crossSpeciesExactMatch	CL:0000347	semapv:UnspecifiedMatching	1:1
ZFA:0009175	choroidal cell of the eye	semapv:crossSpeciesExactMatch	CL:0000348	semapv:UnspecifiedMatching	1:1
ZFA:0009176	extraembryonic cell	semapv:crossSpeciesExactMatch	CL:0000349	semapv:UnspecifiedMatching	1:1
ZFA:0009177	blastoderm cell	semapv:crossSpeciesExactMatch	CL:0000353	semapv:UnspecifiedMatching	1:1
ZFA:0009178	blastemal cell	semapv:crossSpeciesExactMatch	CL:0000354	semapv:UnspecifiedMatching	1:1
ZFA:0009179	muscle stem cell	semapv:crossSpeciesExactMatch	CL:0000355	semapv:UnspecifiedMatching	1:1
ZFA:0009180	stratified epithelial stem cell	semapv:crossSpeciesExactMatch	CL:0000357	semapv:UnspecifiedMatching	1:1
ZFA:0009181	vascular associated smooth muscle cell	semapv:crossSpeciesExactMatch	CL:0000359	semapv:UnspecifiedMatching	1:1
ZFA:0009182	gastrula cell	semapv:crossSpeciesExactMatch	CL:0000361	semapv:UnspecifiedMatching	1:1
ZFA:0009183	epidermal cell	semapv:crossSpeciesExactMatch	CL:0000362	semapv:UnspecifiedMatching	1:1
ZFA:0009184	osteoprogenitor cell	semapv:crossSpeciesExactMatch	CL:0000375	semapv:UnspecifiedMatching	1:1
ZFA:0009185	sensory processing neuron	semapv:crossSpeciesExactMatch	CL:0000379	semapv:UnspecifiedMatching	1:1
ZFA:0009186	neurosecretory neuron	semapv:crossSpeciesExactMatch	CL:0000381	semapv:UnspecifiedMatching	1:1
ZFA:0009187	nephrogenic mesenchyme stem cell	semapv:crossSpeciesExactMatch	CL:0000383	semapv:UnspecifiedMatching	1:1
ZFA:0009188	ligament cell	semapv:crossSpeciesExactMatch	CL:0000384	semapv:UnspecifiedMatching	1:1
ZFA:0009189	tendon cell	semapv:crossSpeciesExactMatch	CL:0000388	semapv:UnspecifiedMatching	1:1
ZFA:0009190	electrically responsive cell	semapv:crossSpeciesExactMatch	CL:0000393	semapv:UnspecifiedMatching	1:1
ZFA:0009191	CNS interneuron	semapv:crossSpeciesExactMatch	CL:0000402	semapv:UnspecifiedMatching	1:1
ZFA:0009193	electrically signaling cell	semapv:crossSpeciesExactMatch	CL:0000404	semapv:UnspecifiedMatching	1:1
ZFA:0009194	CNS short range interneuron	semapv:crossSpeciesExactMatch	CL:0000406	semapv:UnspecifiedMatching	1:1
ZFA:0009195	CNS long range interneuron	semapv:crossSpeciesExactMatch	CL:0000410	semapv:UnspecifiedMatching	1:1
ZFA:0009196	hypodermal cell	semapv:crossSpeciesExactMatch	CL:0000411	semapv:UnspecifiedMatching	1:1
ZFA:0009198	xanthophore	semapv:crossSpeciesExactMatch	CL:0000430	semapv:UnspecifiedMatching	1:1
ZFA:0009199	iridophore	semapv:crossSpeciesExactMatch	CL:0000431	semapv:UnspecifiedMatching	1:1
ZFA:0009200	reticular cell	semapv:crossSpeciesExactMatch	CL:0000432	semapv:UnspecifiedMatching	1:1
ZFA:0009201	alkali secreting cell	semapv:crossSpeciesExactMatch	CL:0000435	semapv:UnspecifiedMatching	1:1
ZFA:0009202	follicle stimulating hormone secreting cell	semapv:crossSpeciesExactMatch	CL:0000437	semapv:UnspecifiedMatching	1:1
ZFA:0009203	luteinizing hormone secreting cell	semapv:crossSpeciesExactMatch	CL:0000438	semapv:UnspecifiedMatching	1:1
ZFA:0009204	prolactin secreting cell	semapv:crossSpeciesExactMatch	CL:0000439	semapv:UnspecifiedMatching	1:1
ZFA:0009205	melanocyte stimulating hormone secreting cell	semapv:crossSpeciesExactMatch	CL:0000440	semapv:UnspecifiedMatching	1:1
ZFA:0009206	calcitonin secreting cell	semapv:crossSpeciesExactMatch	CL:0000443	semapv:UnspecifiedMatching	1:1
ZFA:0009209	dendritic cell	semapv:crossSpeciesExactMatch	CL:0000451	semapv:UnspecifiedMatching	1:1
ZFA:0009210	thyroid hormone secreting cell	semapv:crossSpeciesExactMatch	CL:0000452	semapv:UnspecifiedMatching	1:1
ZFA:0009211	epinephrin secreting cell	semapv:crossSpeciesExactMatch	CL:0000454	semapv:UnspecifiedMatching	1:1
ZFA:0009212	biogenic amine secreting cell	semapv:crossSpeciesExactMatch	CL:0000457	semapv:UnspecifiedMatching	1:1
ZFA:0009213	serotonin secreting cell	semapv:crossSpeciesExactMatch	CL:0000458	semapv:UnspecifiedMatching	1:1
ZFA:0009214	norepinephrine secreting cell	semapv:crossSpeciesExactMatch	CL:0000459	semapv:UnspecifiedMatching	1:1
ZFA:0009215	glucocorticoid secreting cell	semapv:crossSpeciesExactMatch	CL:0000460	semapv:UnspecifiedMatching	1:1
ZFA:0009216	adrenocorticotropic hormone secreting cell	semapv:crossSpeciesExactMatch	CL:0000467	semapv:UnspecifiedMatching	1:1
ZFA:0009217	digestive enzyme secreting cell	semapv:crossSpeciesExactMatch	CL:0000470	semapv:UnspecifiedMatching	1:1
ZFA:0009218	thyroid stimulating hormone secreting cell	semapv:crossSpeciesExactMatch	CL:0000476	semapv:UnspecifiedMatching	1:1
ZFA:0009219	visible light photoreceptor cell	semapv:crossSpeciesExactMatch	CL:0000488	semapv:UnspecifiedMatching	1:1
ZFA:0009220	photopic photoreceptor cell	semapv:crossSpeciesExactMatch	CL:0000490	semapv:UnspecifiedMatching	1:1
ZFA:0009221	UV sensitive photoreceptor cell	semapv:crossSpeciesExactMatch	CL:0000494	semapv:UnspecifiedMatching	1:1
ZFA:0009222	blue sensitive photoreceptor cell	semapv:crossSpeciesExactMatch	CL:0000495	semapv:UnspecifiedMatching	1:1
ZFA:0009223	green sensitive photoreceptor cell	semapv:crossSpeciesExactMatch	CL:0000496	semapv:UnspecifiedMatching	1:1
ZFA:0009224	red sensitive photoreceptor cell	semapv:crossSpeciesExactMatch	CL:0000497	semapv:UnspecifiedMatching	1:1
ZFA:0009225	inhibitory interneuron	semapv:crossSpeciesExactMatch	CL:0000498	semapv:UnspecifiedMatching	1:1
ZFA:0009226	stromal cell	semapv:crossSpeciesExactMatch	CL:0000499	semapv:UnspecifiedMatching	1:1
ZFA:0009227	granulosa cell	semapv:crossSpeciesExactMatch	CL:0000501	semapv:UnspecifiedMatching	1:1
ZFA:0009228	D cell	semapv:crossSpeciesExactMatch	CL:0000502	semapv:UnspecifiedMatching	1:1
ZFA:0009229	theca cell	semapv:crossSpeciesExactMatch	CL:0000503	semapv:UnspecifiedMatching	1:1
ZFA:0009230	substance P secreting cell	semapv:crossSpeciesExactMatch	CL:0000505	semapv:UnspecifiedMatching	1:1
ZFA:0009231	enkephalin secreting cell	semapv:crossSpeciesExactMatch	CL:0000506	semapv:UnspecifiedMatching	1:1
ZFA:0009232	endorphin secreting cell	semapv:crossSpeciesExactMatch	CL:0000507	semapv:UnspecifiedMatching	1:1
ZFA:0009233	paracrine cell	semapv:crossSpeciesExactMatch	CL:0000512	semapv:UnspecifiedMatching	1:1
ZFA:0009234	cardiac muscle myoblast	semapv:crossSpeciesExactMatch	CL:0000513	semapv:UnspecifiedMatching	1:1
ZFA:0009235	smooth muscle myoblast	semapv:crossSpeciesExactMatch	CL:0000514	semapv:UnspecifiedMatching	1:1
ZFA:0009236	skeletal muscle myoblast	semapv:crossSpeciesExactMatch	CL:0000515	semapv:UnspecifiedMatching	1:1
ZFA:0009237	perineuronal satellite cell	semapv:crossSpeciesExactMatch	CL:0000516	semapv:UnspecifiedMatching	1:1
ZFA:0009238	afferent neuron	semapv:crossSpeciesExactMatch	CL:0000526	semapv:UnspecifiedMatching	1:1
ZFA:0009239	efferent neuron	semapv:crossSpeciesExactMatch	CL:0000527	semapv:UnspecifiedMatching	1:1
ZFA:0009240	nitrergic neuron	semapv:crossSpeciesExactMatch	CL:0000528	semapv:UnspecifiedMatching	1:1
ZFA:0009241	pigmented epithelial cell	semapv:crossSpeciesExactMatch	CL:0000529	semapv:UnspecifiedMatching	1:1
ZFA:0009242	primary neuron	semapv:crossSpeciesExactMatch	CL:0000530	semapv:UnspecifiedMatching	1:1
ZFA:0009243	CaP motoneuron	semapv:crossSpeciesExactMatch	CL:0000532	semapv:UnspecifiedMatching	1:1
ZFA:0009244	primary motor neuron	semapv:crossSpeciesExactMatch	CL:0000533	semapv:UnspecifiedMatching	1:1
ZFA:0009245	primary interneuron	semapv:crossSpeciesExactMatch	CL:0000534	semapv:UnspecifiedMatching	1:1
ZFA:0009246	secondary neuron	semapv:crossSpeciesExactMatch	CL:0000535	semapv:UnspecifiedMatching	1:1
ZFA:0009247	secondary motor neuron	semapv:crossSpeciesExactMatch	CL:0000536	semapv:UnspecifiedMatching	1:1
ZFA:0009248	neuron	semapv:crossSpeciesExactMatch	CL:0000540	semapv:UnspecifiedMatching	1:1
ZFA:0009249	melanoblast	semapv:crossSpeciesExactMatch	CL:0000541	semapv:UnspecifiedMatching	1:1
ZFA:0009250	lymphocyte	semapv:crossSpeciesExactMatch	CL:0000542	semapv:UnspecifiedMatching	1:1
ZFA:0009251	granulocyte monocyte progenitor cell	semapv:crossSpeciesExactMatch	CL:0000557	semapv:UnspecifiedMatching	1:1
ZFA:0009252	reticulocyte	semapv:crossSpeciesExactMatch	CL:0000558	semapv:UnspecifiedMatching	1:1
ZFA:0009253	promonocyte	semapv:crossSpeciesExactMatch	CL:0000559	semapv:UnspecifiedMatching	1:1
ZFA:0009254	band form neutrophil	semapv:crossSpeciesExactMatch	CL:0000560	semapv:UnspecifiedMatching	1:1
ZFA:0009255	amacrine cell	semapv:crossSpeciesExactMatch	CL:0000561	semapv:UnspecifiedMatching	1:1
ZFA:0009256	nucleate erythrocyte	semapv:crossSpeciesExactMatch	CL:0000562	semapv:UnspecifiedMatching	1:1
ZFA:0009257	neutrophilic promyelocyte	semapv:crossSpeciesExactMatch	CL:0000564	semapv:UnspecifiedMatching	1:1
ZFA:0009258	angioblastic mesenchymal cell	semapv:crossSpeciesExactMatch	CL:0000566	semapv:UnspecifiedMatching	1:1
ZFA:0009259	cardiac mesenchymal cell	semapv:crossSpeciesExactMatch	CL:0000569	semapv:UnspecifiedMatching	1:1
ZFA:0009260	parafollicular cell	semapv:crossSpeciesExactMatch	CL:0000570	semapv:UnspecifiedMatching	1:1
ZFA:0009261	leucophore	semapv:crossSpeciesExactMatch	CL:0000571	semapv:UnspecifiedMatching	1:1
ZFA:0009262	retinal cone cell	semapv:crossSpeciesExactMatch	CL:0000573	semapv:UnspecifiedMatching	1:1
ZFA:0009263	erythrophore	semapv:crossSpeciesExactMatch	CL:0000574	semapv:UnspecifiedMatching	1:1
ZFA:0009264	corneal epithelial cell	semapv:crossSpeciesExactMatch	CL:0000575	semapv:UnspecifiedMatching	1:1
ZFA:0009265	monocyte	semapv:crossSpeciesExactMatch	CL:0000576	semapv:UnspecifiedMatching	1:1
ZFA:0009266	neutrophilic myelocyte	semapv:crossSpeciesExactMatch	CL:0000580	semapv:UnspecifiedMatching	1:1
ZFA:0009267	peritoneal macrophage	semapv:crossSpeciesExactMatch	CL:0000581	semapv:UnspecifiedMatching	1:1
ZFA:0009268	neutrophilic metamyelocyte	semapv:crossSpeciesExactMatch	CL:0000582	semapv:UnspecifiedMatching	1:1
ZFA:0009269	enterocyte	semapv:crossSpeciesExactMatch	CL:0000584	semapv:UnspecifiedMatching	1:1
ZFA:0009270	odontoclast	semapv:crossSpeciesExactMatch	CL:0000588	semapv:UnspecifiedMatching	1:1
ZFA:0009271	androgen secreting cell	semapv:crossSpeciesExactMatch	CL:0000593	semapv:UnspecifiedMatching	1:1
ZFA:0009272	skeletal muscle satellite cell	semapv:crossSpeciesExactMatch	CL:0000594	semapv:UnspecifiedMatching	1:1
ZFA:0009273	pyramidal cell	semapv:crossSpeciesExactMatch	CL:0000598	semapv:UnspecifiedMatching	1:1
ZFA:0009274	pressoreceptor cell	semapv:crossSpeciesExactMatch	CL:0000602	semapv:UnspecifiedMatching	1:1
ZFA:0009275	retinal rod cell	semapv:crossSpeciesExactMatch	CL:0000604	semapv:UnspecifiedMatching	1:1
ZFA:0009276	GABAergic neuron	semapv:crossSpeciesExactMatch	CL:0000617	semapv:UnspecifiedMatching	1:1
ZFA:0009277	acinar cell	semapv:crossSpeciesExactMatch	CL:0000622	semapv:UnspecifiedMatching	1:1
ZFA:0009278	natural killer cell	semapv:crossSpeciesExactMatch	CL:0000623	semapv:UnspecifiedMatching	1:1
ZFA:0009279	ito cell	semapv:crossSpeciesExactMatch	CL:0000632	semapv:UnspecifiedMatching	1:1
ZFA:0009280	Muller cell	semapv:crossSpeciesExactMatch	CL:0000636	semapv:UnspecifiedMatching	1:1
ZFA:0009281	folliculostellate cell	semapv:crossSpeciesExactMatch	CL:0000642	semapv:UnspecifiedMatching	1:1
ZFA:0009282	Bergmann glial cell	semapv:crossSpeciesExactMatch	CL:0000644	semapv:UnspecifiedMatching	1:1
ZFA:0009283	mesangial cell	semapv:crossSpeciesExactMatch	CL:0000650	semapv:UnspecifiedMatching	1:1
ZFA:0009284	pinealocyte	semapv:crossSpeciesExactMatch	CL:0000652	semapv:UnspecifiedMatching	1:1
ZFA:0009285	podocyte	semapv:crossSpeciesExactMatch	CL:0000653	semapv:UnspecifiedMatching	1:1
ZFA:0009286	fenestrated cell	semapv:crossSpeciesExactMatch	CL:0000666	semapv:UnspecifiedMatching	1:1
ZFA:0009287	collagen secreting cell	semapv:crossSpeciesExactMatch	CL:0000667	semapv:UnspecifiedMatching	1:1
ZFA:0009288	primordial germ cell	semapv:crossSpeciesExactMatch	CL:0000670	semapv:UnspecifiedMatching	1:1
ZFA:0009289	gut absorptive cell	semapv:crossSpeciesExactMatch	CL:0000677	semapv:UnspecifiedMatching	1:1
ZFA:0009290	glutamatergic neuron	semapv:crossSpeciesExactMatch	CL:0000679	semapv:UnspecifiedMatching	1:1
ZFA:0009291	muscle precursor cell	semapv:crossSpeciesExactMatch	CL:0000680	semapv:UnspecifiedMatching	1:1
ZFA:0009292	radial glial cell	semapv:crossSpeciesExactMatch	CL:0000681	semapv:UnspecifiedMatching	1:1
ZFA:0009293	M cell	semapv:crossSpeciesExactMatch	CL:0000682	semapv:UnspecifiedMatching	1:1
ZFA:0009294	ependymoglial cell	semapv:crossSpeciesExactMatch	CL:0000683	semapv:UnspecifiedMatching	1:1
ZFA:0009295	cerebrospinal fluid secreting cell	semapv:crossSpeciesExactMatch	CL:0000686	semapv:UnspecifiedMatching	1:1
ZFA:0009296	perijunctional fibroblast	semapv:crossSpeciesExactMatch	CL:0000688	semapv:UnspecifiedMatching	1:1
ZFA:0009297	stellate interneuron	semapv:crossSpeciesExactMatch	CL:0000691	semapv:UnspecifiedMatching	1:1
ZFA:0009298	terminal Schwann cell	semapv:crossSpeciesExactMatch	CL:0000692	semapv:UnspecifiedMatching	1:1
ZFA:0009299	neuroglioform cell	semapv:crossSpeciesExactMatch	CL:0000693	semapv:UnspecifiedMatching	1:1
ZFA:0009300	Cajal-Retzius cell	semapv:crossSpeciesExactMatch	CL:0000695	semapv:UnspecifiedMatching	1:1
ZFA:0009301	dopaminergic neuron	semapv:crossSpeciesExactMatch	CL:0000700	semapv:UnspecifiedMatching	1:1
ZFA:0009302	sustentacular cell	semapv:crossSpeciesExactMatch	CL:0000703	semapv:UnspecifiedMatching	1:1
ZFA:0009303	endothelial tip cell	semapv:crossSpeciesExactMatch	CL:0000704	semapv:UnspecifiedMatching	1:1
ZFA:0009304	choroid plexus epithelial cell	semapv:crossSpeciesExactMatch	CL:0000706	semapv:UnspecifiedMatching	1:1
ZFA:0009305	leptomeningeal cell	semapv:crossSpeciesExactMatch	CL:0000708	semapv:UnspecifiedMatching	1:1
ZFA:0009307	somatic stem cell	semapv:crossSpeciesExactMatch	CL:0000723	semapv:UnspecifiedMatching	1:1
ZFA:0009308	urothelial cell	semapv:crossSpeciesExactMatch	CL:0000731	semapv:UnspecifiedMatching	1:1
ZFA:0009309	leukocyte	semapv:crossSpeciesExactMatch	CL:0000738	semapv:UnspecifiedMatching	1:1
ZFA:0009310	retinal ganglion cell	semapv:crossSpeciesExactMatch	CL:0000740	semapv:UnspecifiedMatching	1:1
ZFA:0009311	spinal accessory motor neuron	semapv:crossSpeciesExactMatch	CL:0000741	semapv:UnspecifiedMatching	1:1
ZFA:0009312	periarticular chondrocyte	semapv:crossSpeciesExactMatch	CL:0000742	semapv:UnspecifiedMatching	1:1
ZFA:0009313	hypertrophic chondrocyte	semapv:crossSpeciesExactMatch	CL:0000743	semapv:UnspecifiedMatching	1:1
ZFA:0009314	columnar chondrocyte	semapv:crossSpeciesExactMatch	CL:0000744	semapv:UnspecifiedMatching	1:1
ZFA:0009315	horizontal cell	semapv:crossSpeciesExactMatch	CL:0000745	semapv:UnspecifiedMatching	1:1
ZFA:0009316	cardiac muscle cell	semapv:crossSpeciesExactMatch	CL:0000746	semapv:UnspecifiedMatching	1:1
ZFA:0009317	cyanophore	semapv:crossSpeciesExactMatch	CL:0000747	semapv:UnspecifiedMatching	1:1
ZFA:0009318	retinal bipolar neuron	semapv:crossSpeciesExactMatch	CL:0000748	semapv:UnspecifiedMatching	1:1
ZFA:0009319	ON-bipolar cell	semapv:crossSpeciesExactMatch	CL:0000749	semapv:UnspecifiedMatching	1:1
ZFA:0009320	OFF-bipolar cell	semapv:crossSpeciesExactMatch	CL:0000750	semapv:UnspecifiedMatching	1:1
ZFA:0009321	rod bipolar cell	semapv:crossSpeciesExactMatch	CL:0000751	semapv:UnspecifiedMatching	1:1
ZFA:0009322	cone retinal bipolar cell	semapv:crossSpeciesExactMatch	CL:0000752	semapv:UnspecifiedMatching	1:1
ZFA:0009323	thrombocyte	semapv:crossSpeciesExactMatch	CL:0000762	semapv:UnspecifiedMatching	1:1
ZFA:0009324	myeloid cell	semapv:crossSpeciesExactMatch	CL:0000763	semapv:UnspecifiedMatching	1:1
ZFA:0009325	erythroid lineage cell	semapv:crossSpeciesExactMatch	CL:0000764	semapv:UnspecifiedMatching	1:1
ZFA:0009326	myeloid leukocyte	semapv:crossSpeciesExactMatch	CL:0000766	semapv:UnspecifiedMatching	1:1
ZFA:0009327	neutrophil	semapv:crossSpeciesExactMatch	CL:0000775	semapv:UnspecifiedMatching	1:1
ZFA:0009328	immature neutrophil	semapv:crossSpeciesExactMatch	CL:0000776	semapv:UnspecifiedMatching	1:1
ZFA:0009329	mononuclear osteoclast	semapv:crossSpeciesExactMatch	CL:0000778	semapv:UnspecifiedMatching	1:1
ZFA:0009330	mononuclear odontoclast	semapv:crossSpeciesExactMatch	CL:0000781	semapv:UnspecifiedMatching	1:1
ZFA:0009331	mature B cell	semapv:crossSpeciesExactMatch	CL:0000785	semapv:UnspecifiedMatching	1:1
ZFA:0009332	plasma cell	semapv:crossSpeciesExactMatch	CL:0000786	semapv:UnspecifiedMatching	1:1
ZFA:0009333	memory B cell	semapv:crossSpeciesExactMatch	CL:0000787	semapv:UnspecifiedMatching	1:1
ZFA:0009334	naive B cell	semapv:crossSpeciesExactMatch	CL:0000788	semapv:UnspecifiedMatching	1:1
ZFA:0009335	alpha-beta T cell	semapv:crossSpeciesExactMatch	CL:0000789	semapv:UnspecifiedMatching	1:1
ZFA:0009336	gamma-delta T cell	semapv:crossSpeciesExactMatch	CL:0000798	semapv:UnspecifiedMatching	1:1
ZFA:0009337	immature gamma-delta T cell	semapv:crossSpeciesExactMatch	CL:0000799	semapv:UnspecifiedMatching	1:1
ZFA:0009338	mature gamma-delta T cell	semapv:crossSpeciesExactMatch	CL:0000800	semapv:UnspecifiedMatching	1:1
ZFA:0009339	gamma-delta intraepithelial T cell	semapv:crossSpeciesExactMatch	CL:0000801	semapv:UnspecifiedMatching	1:1
ZFA:0009342	memory T cell	semapv:crossSpeciesExactMatch	CL:0000813	semapv:UnspecifiedMatching	1:1
ZFA:0009343	immature B cell	semapv:crossSpeciesExactMatch	CL:0000816	semapv:UnspecifiedMatching	1:1
ZFA:0009344	precursor B cell	semapv:crossSpeciesExactMatch	CL:0000817	semapv:UnspecifiedMatching	1:1
ZFA:0009345	transitional stage B cell	semapv:crossSpeciesExactMatch	CL:0000818	semapv:UnspecifiedMatching	1:1
ZFA:0009346	immature natural killer cell	semapv:crossSpeciesExactMatch	CL:0000823	semapv:UnspecifiedMatching	1:1
ZFA:0009347	mature natural killer cell	semapv:crossSpeciesExactMatch	CL:0000824	semapv:UnspecifiedMatching	1:1
ZFA:0009348	pro-NK cell	semapv:crossSpeciesExactMatch	CL:0000825	semapv:UnspecifiedMatching	1:1
ZFA:0009349	pro-B cell	semapv:crossSpeciesExactMatch	CL:0000826	semapv:UnspecifiedMatching	1:1
ZFA:0009350	pro-T cell	semapv:crossSpeciesExactMatch	CL:0000827	semapv:UnspecifiedMatching	1:1
ZFA:0009351	thromboblast	semapv:crossSpeciesExactMatch	CL:0000828	semapv:UnspecifiedMatching	1:1
ZFA:0009352	neutrophil progenitor cell	semapv:crossSpeciesExactMatch	CL:0000834	semapv:UnspecifiedMatching	1:1
ZFA:0009353	myeloblast	semapv:crossSpeciesExactMatch	CL:0000835	semapv:UnspecifiedMatching	1:1
ZFA:0009354	hematopoietic multipotent progenitor cell	semapv:crossSpeciesExactMatch	CL:0000837	semapv:UnspecifiedMatching	1:1
ZFA:0009355	lymphoid progenitor cell	semapv:crossSpeciesExactMatch	CL:0000838	semapv:UnspecifiedMatching	1:1
ZFA:0009356	myeloid lineage restricted progenitor cell	semapv:crossSpeciesExactMatch	CL:0000839	semapv:UnspecifiedMatching	1:1
ZFA:0009357	mononuclear cell	semapv:crossSpeciesExactMatch	CL:0000842	semapv:UnspecifiedMatching	1:1
ZFA:0009358	ciliated olfactory receptor neuron	semapv:crossSpeciesExactMatch	CL:0000847	semapv:UnspecifiedMatching	1:1
ZFA:0009359	microvillous olfactory receptor neuron	semapv:crossSpeciesExactMatch	CL:0000848	semapv:UnspecifiedMatching	1:1
ZFA:0009360	crypt olfactory receptor neuron	semapv:crossSpeciesExactMatch	CL:0000849	semapv:UnspecifiedMatching	1:1
ZFA:0009361	serotonergic neuron	semapv:crossSpeciesExactMatch	CL:0000850	semapv:UnspecifiedMatching	1:1
ZFA:0009362	neuromast mantle cell	semapv:crossSpeciesExactMatch	CL:0000851	semapv:UnspecifiedMatching	1:1
ZFA:0009363	neuromast support cell	semapv:crossSpeciesExactMatch	CL:0000852	semapv:UnspecifiedMatching	1:1
ZFA:0009364	olfactory epithelial support cell	semapv:crossSpeciesExactMatch	CL:0000853	semapv:UnspecifiedMatching	1:1
ZFA:0009365	interneuromast cell	semapv:crossSpeciesExactMatch	CL:0000854	semapv:UnspecifiedMatching	1:1
ZFA:0009366	hair cell	semapv:crossSpeciesExactMatch	CL:0000855	semapv:UnspecifiedMatching	1:1
ZFA:0009367	neuromast hair cell	semapv:crossSpeciesExactMatch	CL:0000856	semapv:UnspecifiedMatching	1:1
ZFA:0009368	slow muscle myoblast	semapv:crossSpeciesExactMatch	CL:0000857	semapv:UnspecifiedMatching	1:1
ZFA:0009369	fast muscle myoblast	semapv:crossSpeciesExactMatch	CL:0000858	semapv:UnspecifiedMatching	1:1
ZFA:0009370	stretch receptor cell	semapv:crossSpeciesExactMatch	CL:1000082	semapv:UnspecifiedMatching	1:1
ZFA:0009371	stratified keratinized epithelial stem cell	semapv:crossSpeciesExactMatch	CL:1000083	semapv:UnspecifiedMatching	1:1
ZFA:0009372	duct epithelial cell	semapv:crossSpeciesExactMatch	CL:0000068	semapv:UnspecifiedMatching	1:1
ZFA:0009374	kidney epithelial cell	semapv:crossSpeciesExactMatch	CL:0002518	semapv:UnspecifiedMatching	1:1
ZFA:0009375	renal intercalated cell	semapv:crossSpeciesExactMatch	CL:0005010	semapv:UnspecifiedMatching	1:1
ZFA:0009376	renal alpha-intercalated cell	semapv:crossSpeciesExactMatch	CL:0005011	semapv:UnspecifiedMatching	1:1
ZFA:0009379	intrahepatic bile duct epithelial cell	semapv:crossSpeciesExactMatch	CL:0002538	semapv:UnspecifiedMatching	1:1
ZFA:0009380	pancreatic ductal cell	semapv:crossSpeciesExactMatch	CL:0002079	semapv:UnspecifiedMatching	1:1
ZFA:0009383	endo-epithelial cell	semapv:crossSpeciesExactMatch	CL:0002076	semapv:UnspecifiedMatching	1:1
ZFA:0009385	ecto-epithelial cell	semapv:crossSpeciesExactMatch	CL:0002077	semapv:UnspecifiedMatching	1:1
ZFA:0009386	somatic cell	semapv:crossSpeciesExactMatch	CL:0002371	semapv:UnspecifiedMatching	1:1
ZFA:0009387	supportive cell	semapv:crossSpeciesExactMatch	CL:0000630	semapv:UnspecifiedMatching	1:1
ZFA:0009388	meso-epithelial cell	semapv:crossSpeciesExactMatch	CL:0002078	semapv:UnspecifiedMatching	1:1
ZFA:0009389	kidney cell	semapv:crossSpeciesExactMatch	CL:1000497	semapv:UnspecifiedMatching	1:1
ZFA:0009390	kidney interstitial cell	semapv:crossSpeciesExactMatch	CL:1000500	semapv:UnspecifiedMatching	1:1
ZFA:0009391	kidney medulla cell	semapv:crossSpeciesExactMatch	CL:1000504	semapv:UnspecifiedMatching	1:1
ZFA:0009392	connective tissue cell	semapv:crossSpeciesExactMatch	CL:0002320	semapv:UnspecifiedMatching	1:1
ZFA:0009393	lymphangioblast	semapv:crossSpeciesExactMatch	CL:0005020	semapv:UnspecifiedMatching	1:1
ZFA:0009394	mesenchymal lymphangioblast	semapv:crossSpeciesExactMatch	CL:0005021	semapv:UnspecifiedMatching	1:1
ZFA:0009395	vascular lymphangioblast	semapv:crossSpeciesExactMatch	CL:0005022	semapv:UnspecifiedMatching	1:1
ZFA:0009396	glycinergic neuron	semapv:crossSpeciesExactMatch	CL:1001509	semapv:UnspecifiedMatching	1:1
ZFA:0009397	cholangiocyte	semapv:crossSpeciesExactMatch	CL:1000488	semapv:UnspecifiedMatching	1:1
ZFA:0009399	intestinal epithelial cell	semapv:crossSpeciesExactMatch	CL:0002563	semapv:UnspecifiedMatching	1:1
ZFA:0009400	epithelial cell of esophagus	semapv:crossSpeciesExactMatch	CL:0002252	semapv:UnspecifiedMatching	1:1
ZFA:0009401	lens fiber cell	semapv:crossSpeciesExactMatch	CL:0011004	semapv:UnspecifiedMatching	1:1
