?cls	?xref
<http://purl.obolibrary.org/obo/CL_0002138>	"BTO:0004167"
<http://purl.obolibrary.org/obo/CL_0002539>	"BTO:0004577"
<http://purl.obolibrary.org/obo/CL_0000584>	"BTO:0000398"
<http://purl.obolibrary.org/obo/CL_0000584>	"MESH:D020895"
<http://purl.obolibrary.org/obo/CL_0000584>	"FMA:62122"
<http://purl.obolibrary.org/obo/CL_4023017>	"ILX:0770152"
<http://purl.obolibrary.org/obo/CL_0000839>	"CALOHA:TS-2099"
<http://purl.obolibrary.org/obo/CL_0000839>	"FMA:70339"
<http://purl.obolibrary.org/obo/CL_0000839>	"BTO:0004730"
<http://purl.obolibrary.org/obo/CL_0009092>	"EFO:0010708"
<http://purl.obolibrary.org/obo/CL_0000501>	"FMA:18718"
<http://purl.obolibrary.org/obo/CL_0000501>	"CALOHA:TS-0729"
<http://purl.obolibrary.org/obo/CL_0000501>	"BTO:0000542"
<http://purl.obolibrary.org/obo/CL_0000817>	"CALOHA:TS-0819"
<http://purl.obolibrary.org/obo/CL_0000817>	"BTO:0001133"
<http://purl.obolibrary.org/obo/CL_0000185>	"BTO:0002309"
<http://purl.obolibrary.org/obo/CL_0000185>	"FMA:67799"
<http://purl.obolibrary.org/obo/CL_0000185>	"CALOHA:TS-2379"
<http://purl.obolibrary.org/obo/CL_0002189>	"FMA:70543"
<http://purl.obolibrary.org/obo/CL_0001031>	"BTO:0004278"
<http://purl.obolibrary.org/obo/CL_0000234>	"BTO:0001044"
<http://purl.obolibrary.org/obo/CL_0000234>	"MESH:D010586"
<http://purl.obolibrary.org/obo/CL_0000234>	"FMA:83806"
<http://purl.obolibrary.org/obo/CL_0000003>	"CARO:0000013"
<http://purl.obolibrary.org/obo/CL_0002085>	"FMA:54560"
<http://purl.obolibrary.org/obo/CL_0002085>	"BTO:0001953"
<http://purl.obolibrary.org/obo/CL_0002326>	"FMA:73280"
<http://purl.obolibrary.org/obo/CL_0000233>	"CALOHA:TS-0803"
<http://purl.obolibrary.org/obo/CL_0000233>	"FMA:62851"
<http://purl.obolibrary.org/obo/CL_0000233>	"BTO:0000132"
<http://purl.obolibrary.org/obo/CL_0000764>	"FMA:83516"
<http://purl.obolibrary.org/obo/CL_0000764>	"FMA:62845"
<http://purl.obolibrary.org/obo/CL_0000764>	"CALOHA:TS-0290"
<http://purl.obolibrary.org/obo/CL_0002304>	"FMA:70607"
<http://purl.obolibrary.org/obo/CL_0000442>	"MESH:D020566"
<http://purl.obolibrary.org/obo/CL_0000442>	"FMA:83037"
<http://purl.obolibrary.org/obo/CL_0000442>	"BTO:0004267"
<http://purl.obolibrary.org/obo/CL_0002207>	"FMA:263224"
<http://purl.obolibrary.org/obo/CL_0002320>	"MESH:D003239"
<http://purl.obolibrary.org/obo/CL_0002320>	"FMA:63875"
<http://purl.obolibrary.org/obo/CL_0002320>	"CALOHA:TS-2096"
<http://purl.obolibrary.org/obo/CL_1000615>	"KUPO:0001024"
<http://purl.obolibrary.org/obo/CL_0000114>	"FMA:72552"
<http://purl.obolibrary.org/obo/CL_1001131>	"KUPO:0001074"
<http://purl.obolibrary.org/obo/CL_0002193>	"FMA:83525"
<http://purl.obolibrary.org/obo/CL_0002193>	"BTO:0000734"
<http://purl.obolibrary.org/obo/CL_1000296>	"FMA:256165"
<http://purl.obolibrary.org/obo/CL_0002371>	"FMA:72300"
<http://purl.obolibrary.org/obo/CL_0002371>	"BTO:0001268"
<http://purl.obolibrary.org/obo/CL_0002371>	"WBbt:0008378"
<http://purl.obolibrary.org/obo/CL_0000031>	"FMA:70563"
<http://purl.obolibrary.org/obo/CL_0000031>	"BTO:0000930"
<http://purl.obolibrary.org/obo/CL_0000644>	"FMA:54559"
<http://purl.obolibrary.org/obo/CL_0002258>	"FMA:68782"
<http://purl.obolibrary.org/obo/CL_0002258>	"BTO:0003736"
<http://purl.obolibrary.org/obo/CL_0002258>	"CALOHA:TS-1285"
<http://purl.obolibrary.org/obo/CL_1000452>	"KUPO:0001035"
<http://purl.obolibrary.org/obo/CL_1000452>	"FMA:70968"
<http://purl.obolibrary.org/obo/CL_0000910>	"CALOHA:TS-0190"
<http://purl.obolibrary.org/obo/CL_0000910>	"BTO:0000289"
<http://purl.obolibrary.org/obo/CL_0000910>	"FMA:70573"
<http://purl.obolibrary.org/obo/CL_0002591>	"BTO:0003336"
<http://purl.obolibrary.org/obo/CL_0000319>	"BTO:0003689"
<http://purl.obolibrary.org/obo/CL_0002236>	"FMA:74226"
<http://purl.obolibrary.org/obo/CL_0000135>	"FMA:63879"
<http://purl.obolibrary.org/obo/CL_1000413>	"KUPO:0001095"
<http://purl.obolibrary.org/obo/CL_1000413>	"BTO:0004758"
<http://purl.obolibrary.org/obo/CL_1000413>	"FMA:67761"
<http://purl.obolibrary.org/obo/CL_0002453>	"MESH:D000073637"
<http://purl.obolibrary.org/obo/CL_0000775>	"MESH:D009504"
<http://purl.obolibrary.org/obo/CL_0000775>	"CALOHA:TS-0688"
<http://purl.obolibrary.org/obo/CL_0000775>	"BTO:0000130"
<http://purl.obolibrary.org/obo/CL_0000775>	"FMA:62860"
<http://purl.obolibrary.org/obo/CL_0000121>	"BTO:0001011"
<http://purl.obolibrary.org/obo/CL_0000121>	"CALOHA:TS-0845"
<http://purl.obolibrary.org/obo/CL_0000121>	"FMA:67969"
<http://purl.obolibrary.org/obo/CL_0001066>	"BTO:0004911"
<http://purl.obolibrary.org/obo/CL_0000706>	"FMA:70549"
<http://purl.obolibrary.org/obo/CL_1001033>	"KUPO:0001065"
<http://purl.obolibrary.org/obo/CL_0000134>	"FMA:70546"
<http://purl.obolibrary.org/obo/CL_0000134>	"BTO:0003298"
<http://purl.obolibrary.org/obo/CL_0000134>	"BTO:0002625"
<http://purl.obolibrary.org/obo/CL_0002131>	"FMA:83109"
<http://purl.obolibrary.org/obo/CL_0002496>	"MESH:D000075942"
<http://purl.obolibrary.org/obo/CL_0000126>	"CALOHA:TS-2027"
<http://purl.obolibrary.org/obo/CL_0000126>	"BTO:0000771"
<http://purl.obolibrary.org/obo/CL_0000126>	"FMA:54538"
<http://purl.obolibrary.org/obo/CL_0000164>	"MESH:D019858"
<http://purl.obolibrary.org/obo/CL_0000164>	"FMA:62930"
<http://purl.obolibrary.org/obo/CL_0000164>	"BTO:0003865"
<http://purl.obolibrary.org/obo/CL_0000150>	"FMA:86494"
<http://purl.obolibrary.org/obo/CL_0000150>	"CALOHA:TS-2085"
<http://purl.obolibrary.org/obo/CL_0000037>	"CALOHA:TS-0448"
<http://purl.obolibrary.org/obo/CL_0000037>	"VHOG:0001485"
<http://purl.obolibrary.org/obo/CL_0000037>	"BTO:0000725"
<http://purl.obolibrary.org/obo/CL_0000037>	"MESH:D006412"
<http://purl.obolibrary.org/obo/CL_0000037>	"FMA:86475"
<http://purl.obolibrary.org/obo/CL_0002410>	"MESH:D058954"
<http://purl.obolibrary.org/obo/CL_0002278>	"FMA:62942"
<http://purl.obolibrary.org/obo/CL_1001285>	"KUPO:0001071"
<http://purl.obolibrary.org/obo/CL_0000782>	"BTO:0004721"
<http://purl.obolibrary.org/obo/CL_4023011>	"ILX:0770149"
<http://purl.obolibrary.org/obo/CL_0002129>	"FMA:83108"
<http://purl.obolibrary.org/obo/CL_2000032>	"FMA:84664"
<http://purl.obolibrary.org/obo/CL_0000155>	"FMA:62902"
<http://purl.obolibrary.org/obo/CL_1000768>	"KUPO:0001058"
<http://purl.obolibrary.org/obo/CL_1001430>	"KUPO:0001124"
<http://purl.obolibrary.org/obo/CL_0002145>	"FMA:70542"
<http://purl.obolibrary.org/obo/CL_1000353>	"FMA:263128"
<http://purl.obolibrary.org/obo/CL_0002063>	"BTO:0000538"
<http://purl.obolibrary.org/obo/CL_0002063>	"FMA:62501"
<http://purl.obolibrary.org/obo/CL_0002368>	"BTO:0004533"
<http://purl.obolibrary.org/obo/CL_0002280>	"FMA:62943"
<http://purl.obolibrary.org/obo/CL_1000487>	"FMA:84583"
<http://purl.obolibrary.org/obo/CL_0000171>	"FMA:70585"
<http://purl.obolibrary.org/obo/CL_0000171>	"BTO:0000990"
<http://purl.obolibrary.org/obo/CL_0000171>	"MESH:D050416"
<http://purl.obolibrary.org/obo/CL_0000893>	"MESH:D060168"
<http://purl.obolibrary.org/obo/CL_0000893>	"CALOHA:TS-1042"
<http://purl.obolibrary.org/obo/CL_0000893>	"BTO:0001372"
<http://purl.obolibrary.org/obo/CL_0000893>	"XAO:0003159"
<http://purl.obolibrary.org/obo/CL_0000893>	"FMA:72202"
<http://purl.obolibrary.org/obo/CL_0000838>	"CALOHA:TS-2025"
<http://purl.obolibrary.org/obo/CL_0000838>	"FMA:70338"
<http://purl.obolibrary.org/obo/CL_0000838>	"BTO:0004731"
<http://purl.obolibrary.org/obo/CL_0002062>	"FMA:62500"
<http://purl.obolibrary.org/obo/CL_0002062>	"BTO:0000780"
<http://purl.obolibrary.org/obo/CL_0002293>	"CALOHA:TS-1040"
<http://purl.obolibrary.org/obo/CL_0002293>	"FMA:72208"
<http://purl.obolibrary.org/obo/CL_0002188>	"FMA:70970"
<http://purl.obolibrary.org/obo/CL_0002188>	"BTO:0004632"
<http://purl.obolibrary.org/obo/CL_0010003>	"MESH:D056809"
<http://purl.obolibrary.org/obo/CL_1001096>	"KUPO:0001039"
<http://purl.obolibrary.org/obo/CL_0000169>	"EV:0200009"
<http://purl.obolibrary.org/obo/CL_0000169>	"ncithesaurus:Beta_Cell"
<http://purl.obolibrary.org/obo/CL_0000169>	"MA:0002419"
<http://purl.obolibrary.org/obo/CL_0000169>	"BTO:0000783"
<http://purl.obolibrary.org/obo/CL_0000169>	"FMA:70586"
<http://purl.obolibrary.org/obo/CL_1001109>	"KUPO:0001052"
<http://purl.obolibrary.org/obo/CL_1000305>	"FMA:261283"
<http://purl.obolibrary.org/obo/CL_1000447>	"FMA:70731"
<http://purl.obolibrary.org/obo/CL_4023038>	"ILX:0770163"
<http://purl.obolibrary.org/obo/CL_0000636>	"BTO:0003064"
<http://purl.obolibrary.org/obo/CL_0002553>	"CALOHA:TS-0575"
<http://purl.obolibrary.org/obo/CL_0002553>	"BTO:0000764"
<http://purl.obolibrary.org/obo/CL_0002187>	"FMA:70571"
<http://purl.obolibrary.org/obo/CL_0000119>	"MESH:D000080906"
<http://purl.obolibrary.org/obo/CL_0000232>	"FMA:81100"
<http://purl.obolibrary.org/obo/CL_0000232>	"CALOHA:TS-0290"
<http://purl.obolibrary.org/obo/CL_0000232>	"BTO:0000424"
<http://purl.obolibrary.org/obo/CL_0000622>	"MESH:D061354"
<http://purl.obolibrary.org/obo/CL_0000622>	"FMA:83625"
<http://purl.obolibrary.org/obo/CL_0002657>	"FMA:86548"
<http://purl.obolibrary.org/obo/CL_1000494>	"KUPO:0001022"
<http://purl.obolibrary.org/obo/CL_1000494>	"FMA:86785"
<http://purl.obolibrary.org/obo/CL_1000510>	"KUPO:0001023"
<http://purl.obolibrary.org/obo/CL_0000001>	"BTO:0002290"
<http://purl.obolibrary.org/obo/CL_0000583>	"BTO:0000802"
<http://purl.obolibrary.org/obo/CL_0000583>	"CALOHA:TS-0030"
<http://purl.obolibrary.org/obo/CL_0000583>	"FMA:83023"
<http://purl.obolibrary.org/obo/CL_0002179>	"FMA:86552"
<http://purl.obolibrary.org/obo/CL_4023016>	"ILX:0770151"
<http://purl.obolibrary.org/obo/CL_0000514>	"FMA:84798"
<http://purl.obolibrary.org/obo/CL_1000334>	"FMA:263086"
<http://purl.obolibrary.org/obo/CL_0000861>	"FMA:84643"
<http://purl.obolibrary.org/obo/CL_0000861>	"FMA:84645"
<http://purl.obolibrary.org/obo/CL_1000279>	"FMA:15653"
<http://purl.obolibrary.org/obo/CL_0000575>	"FMA:70551"
<http://purl.obolibrary.org/obo/CL_0000575>	"CALOHA:TS-0173"
<http://purl.obolibrary.org/obo/CL_0000575>	"BTO:0004298"
<http://purl.obolibrary.org/obo/CL_0000492>	"CALOHA:TS-1146"
<http://purl.obolibrary.org/obo/CL_0000492>	"FMA:70572"
<http://purl.obolibrary.org/obo/CL_1000454>	"FMA:70982"
<http://purl.obolibrary.org/obo/CL_1000454>	"KUPO:0001059"
<http://purl.obolibrary.org/obo/CL_0002617>	"CALOHA:TS-2377"
<http://purl.obolibrary.org/obo/CL_0002325>	"FMA:79866"
<http://purl.obolibrary.org/obo/CL_0002325>	"FMA:74506"
<http://purl.obolibrary.org/obo/CL_0002243>	"FMA:70611"
<http://purl.obolibrary.org/obo/CL_0000015>	"ncithesaurus:Spermatogenic_Cell"
<http://purl.obolibrary.org/obo/CL_0000015>	"MA:0002765"
<http://purl.obolibrary.org/obo/CL_0000015>	"VHOG:0001531"
<http://purl.obolibrary.org/obo/CL_0000015>	"FMA:72290"
<http://purl.obolibrary.org/obo/CL_1001016>	"KUPO:0001048"
<http://purl.obolibrary.org/obo/CL_1000698>	"KUPO:0001109"
<http://purl.obolibrary.org/obo/CL_0002097>	"FMA:69545"
<http://purl.obolibrary.org/obo/CL_0000120>	"BTO:0003393"
<http://purl.obolibrary.org/obo/CL_1000348>	"FMA:263118"
<http://purl.obolibrary.org/obo/CL_0002094>	"FMA:18709"
<http://purl.obolibrary.org/obo/CL_1001589>	"CALOHA:TS-1275"
<http://purl.obolibrary.org/obo/CL_1000331>	"FMA:263080"
<http://purl.obolibrary.org/obo/CL_0000498>	"FMA:84776"
<http://purl.obolibrary.org/obo/CL_1001045>	"KUPO:0001077"
<http://purl.obolibrary.org/obo/CL_1001319>	"KUPO:0001120"
<http://purl.obolibrary.org/obo/CL_1001597>	"CALOHA:TS-1283"
<http://purl.obolibrary.org/obo/CL_0000670>	"FMA:70567"
<http://purl.obolibrary.org/obo/CL_0000049>	"BTO:0004730"
<http://purl.obolibrary.org/obo/CL_0000162>	"BTO:0001780"
<http://purl.obolibrary.org/obo/CL_0000162>	"FMA:62901"
<http://purl.obolibrary.org/obo/CL_0002518>	"KUPO:0001019"
<http://purl.obolibrary.org/obo/CL_1001318>	"KUPO:0001104"
<http://purl.obolibrary.org/obo/CL_0002622>	"BTO:0003972"
<http://purl.obolibrary.org/obo/CL_1000849>	"KUPO:0001056"
<http://purl.obolibrary.org/obo/CL_0002144>	"CALOHA:TS-0112"
<http://purl.obolibrary.org/obo/CL_0002144>	"BTO:0004956"
<http://purl.obolibrary.org/obo/CL_0002144>	"FMA:67756"
<http://purl.obolibrary.org/obo/CL_0000065>	"FMA:70550"
<http://purl.obolibrary.org/obo/CL_0000065>	"BTO:0001724"
<http://purl.obolibrary.org/obo/CL_0019022>	"EFO:0010706"
<http://purl.obolibrary.org/obo/CL_0000545>	"FMA:84382"
<http://purl.obolibrary.org/obo/CL_0000545>	"BTO:0001678"
<http://purl.obolibrary.org/obo/CL_0000210>	"FMA:86740"
<http://purl.obolibrary.org/obo/CL_0000210>	"CALOHA:TS-0868"
<http://purl.obolibrary.org/obo/CL_0000210>	"BTO:0001060"
<http://purl.obolibrary.org/obo/CL_0002157>	"FMA:86495"
<http://purl.obolibrary.org/obo/CL_0008002>	"MESH:D018485"
<http://purl.obolibrary.org/obo/CL_0000064>	"XAO:0000031"
<http://purl.obolibrary.org/obo/CL_0000064>	"VHOG:0001532"
<http://purl.obolibrary.org/obo/CL_0000113>	"BTO:0001433"
<http://purl.obolibrary.org/obo/CL_0000561>	"FMA:67766"
<http://purl.obolibrary.org/obo/CL_0000561>	"BTO:0004044"
<http://purl.obolibrary.org/obo/CL_0000553>	"BTO:0001164"
<http://purl.obolibrary.org/obo/CL_0000553>	"CALOHA:TS-0610"
<http://purl.obolibrary.org/obo/CL_0000553>	"MESH:D055016"
<http://purl.obolibrary.org/obo/CL_0000553>	"FMA:84235"
<http://purl.obolibrary.org/obo/CL_0000094>	"BTO:0000539"
<http://purl.obolibrary.org/obo/CL_0000094>	"CALOHA:TS-0422"
<http://purl.obolibrary.org/obo/CL_0000094>	"FMA:62854"
<http://purl.obolibrary.org/obo/CL_0000094>	"BTO:0001026"
<http://purl.obolibrary.org/obo/CL_0000138>	"BTO:0000249"
<http://purl.obolibrary.org/obo/CL_0000138>	"FMA:66782"
<http://purl.obolibrary.org/obo/CL_0000138>	"CALOHA:TS-0138"
<http://purl.obolibrary.org/obo/CL_0002277>	"FMA:62937"
<http://purl.obolibrary.org/obo/CL_0000322>	"FMA:62499"
<http://purl.obolibrary.org/obo/CL_0000322>	"CALOHA:TS-2168"
<http://purl.obolibrary.org/obo/CL_0000322>	"BTO:0000395"
<http://purl.obolibrary.org/obo/CL_1000312>	"FMA:263032"
<http://purl.obolibrary.org/obo/CL_1000597>	"KUPO:0001112"
<http://purl.obolibrary.org/obo/CL_0009005>	"http://en.wikipedia.org/wiki/Salivary_gland"
<http://purl.obolibrary.org/obo/CL_0009005>	"GOC:pr"
<http://purl.obolibrary.org/obo/CL_1001108>	"KUPO:0001051"
<http://purl.obolibrary.org/obo/CL_0002422>	"FMA:66785"
<http://purl.obolibrary.org/obo/CL_0002422>	"CALOHA:TS-0864"
<http://purl.obolibrary.org/obo/CL_1000432>	"FMA:70552"
<http://purl.obolibrary.org/obo/CL_0000794>	"CALOHA:TS-0190"
<http://purl.obolibrary.org/obo/CL_0005010>	"FMA:86560"
<http://purl.obolibrary.org/obo/CL_1001225>	"Wikipedia:Kidney_collecting_duct_cell"
<http://purl.obolibrary.org/obo/CL_1001225>	"KUPO:0001012"
<http://purl.obolibrary.org/obo/CL_0002303>	"FMA:70606"
<http://purl.obolibrary.org/obo/CL_4023015>	"ILX:0770150"
<http://purl.obolibrary.org/obo/CL_0000837>	"BTO:0000725"
<http://purl.obolibrary.org/obo/CL_0000837>	"CALOHA:TS-0448"
<http://purl.obolibrary.org/obo/CL_0000216>	"BTO:0001238"
<http://purl.obolibrary.org/obo/CL_0000216>	"FMA:72298"
<http://purl.obolibrary.org/obo/CL_0000216>	"CALOHA:TS-0922"
<http://purl.obolibrary.org/obo/CL_0000216>	"VHOG:0001348"
<http://purl.obolibrary.org/obo/CL_1001106>	"KUPO:0001049"
<http://purl.obolibrary.org/obo/CL_0000513>	"FMA:84797"
<http://purl.obolibrary.org/obo/CL_4023036>	"ILX:0107356"
<http://purl.obolibrary.org/obo/CL_1000326>	"FMA:263067"
<http://purl.obolibrary.org/obo/CL_2000060>	"BTO:0006119"
<http://purl.obolibrary.org/obo/CL_2000060>	"BTO:0006208"
<http://purl.obolibrary.org/obo/CL_1000703>	"KUPO:0001114"
<http://purl.obolibrary.org/obo/CL_0001064>	"https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&code=C12917"
<http://purl.obolibrary.org/obo/CL_0002088>	"BTO:0003914"
<http://purl.obolibrary.org/obo/CL_0002088>	"FMA:86573"
<http://purl.obolibrary.org/obo/CL_0002250>	"FMA:63379"
<http://purl.obolibrary.org/obo/CL_0000649>	"FMA:69059"
<http://purl.obolibrary.org/obo/CL_0002324>	"FMA:67800"
<http://purl.obolibrary.org/obo/CL_0002324>	"CALOHA:TS-2378"
<http://purl.obolibrary.org/obo/CL_0000696>	"FMA:83409"
<http://purl.obolibrary.org/obo/CL_0000696>	"FMA:62938"
<http://purl.obolibrary.org/obo/CL_0002480>	"MP:0002262"
<http://purl.obolibrary.org/obo/CL_1000347>	"FMA:263114"
<http://purl.obolibrary.org/obo/CL_4023043>	"ILX:0770161"
<http://purl.obolibrary.org/obo/CL_1000278>	"FMA:15066"
<http://purl.obolibrary.org/obo/CL_0002241>	"FMA:84467"
<http://purl.obolibrary.org/obo/CL_1000330>	"FMA:263078"
<http://purl.obolibrary.org/obo/CL_0002191>	"FMA:83519"
<http://purl.obolibrary.org/obo/CL_0000453>	"CALOHA:TS-2375"
<http://purl.obolibrary.org/obo/CL_0000453>	"BTO:0000705"
<http://purl.obolibrary.org/obo/CL_0000453>	"FMA:63072"
<http://purl.obolibrary.org/obo/CL_0000453>	"MESH:D007801"
<http://purl.obolibrary.org/obo/CL_1000500>	"KUPO:0001013"
<http://purl.obolibrary.org/obo/CL_0000021>	"ncithesaurus:Egg"
<http://purl.obolibrary.org/obo/CL_0000021>	"VHOG:0001530"
<http://purl.obolibrary.org/obo/CL_0000021>	"MA:0000388"
<http://purl.obolibrary.org/obo/CL_0002366>	"BTO:0004519"
<http://purl.obolibrary.org/obo/CL_1000450>	"KUPO:0001034"
<http://purl.obolibrary.org/obo/CL_1000450>	"FMA:70966"
<http://purl.obolibrary.org/obo/CL_0000669>	"FMA:63174"
<http://purl.obolibrary.org/obo/CL_0000669>	"BTO:0002441"
<http://purl.obolibrary.org/obo/CL_0002586>	"FMA:75802"
<http://purl.obolibrary.org/obo/CL_0002586>	"BTO:0004910"
<http://purl.obolibrary.org/obo/CL_0000990>	"FMA:84191"
<http://purl.obolibrary.org/obo/CL_0002151>	"FMA:83534"
<http://purl.obolibrary.org/obo/CL_0000547>	"FMA:83518"
<http://purl.obolibrary.org/obo/CL_1000493>	"FMA:86739"
<http://purl.obolibrary.org/obo/CL_0019021>	"EFO:0010705"
<http://purl.obolibrary.org/obo/CL_0000132>	"FMA:70614"
<http://purl.obolibrary.org/obo/CL_0000132>	"CALOHA:TS-0172"
<http://purl.obolibrary.org/obo/CL_0000786>	"MESH:D010950"
<http://purl.obolibrary.org/obo/CL_0000786>	"FMA:70574"
<http://purl.obolibrary.org/obo/CL_0000786>	"BTO:0000392"
<http://purl.obolibrary.org/obo/CL_1000850>	"KUPO:0001057"
<http://purl.obolibrary.org/obo/CL_0002268>	"FMA:63418"
<http://purl.obolibrary.org/obo/CL_0000313>	"FMA:62511"
<http://purl.obolibrary.org/obo/CL_0000313>	"BTO:0003687"
<http://purl.obolibrary.org/obo/CL_0002620>	"CALOHA:TS-0935"
<http://purl.obolibrary.org/obo/CL_0002620>	"BTO:0001255"
<http://purl.obolibrary.org/obo/CL_0000815>	"FMA:84070"
<http://purl.obolibrary.org/obo/CL_0000815>	"MESH:D050378"
<http://purl.obolibrary.org/obo/CL_0000815>	"BTO:0004520"
<http://purl.obolibrary.org/obo/CL_0002149>	"FMA:256161"
<http://purl.obolibrary.org/obo/CL_0000653>	"FMA:70967"
<http://purl.obolibrary.org/obo/CL_0000653>	"BTO:0002295"
<http://purl.obolibrary.org/obo/CL_0009095>	"EFO:0010711"
<http://purl.obolibrary.org/obo/CL_1000304>	"FMA:261281"
<http://purl.obolibrary.org/obo/CL_0000573>	"FMA:67748"
<http://purl.obolibrary.org/obo/CL_0000573>	"CALOHA:TS-0866"
<http://purl.obolibrary.org/obo/CL_0000573>	"BTO:0001036"
<http://purl.obolibrary.org/obo/CL_0009089>	"EFO:0010669"
<http://purl.obolibrary.org/obo/CL_0002544>	"CALOHA:TS-0047"
<http://purl.obolibrary.org/obo/CL_0002544>	"BTO:0003245"
<http://purl.obolibrary.org/obo/CL_0000682>	"BTO:0003600"
<http://purl.obolibrary.org/obo/CL_0000682>	"FMA:62929"
<http://purl.obolibrary.org/obo/CL_0000092>	"FMA:66781"
<http://purl.obolibrary.org/obo/CL_0000092>	"BTO:0000968"
<http://purl.obolibrary.org/obo/CL_0000092>	"MESH:D010010"
<http://purl.obolibrary.org/obo/CL_0000092>	"CALOHA:TS-0721"
<http://purl.obolibrary.org/obo/CL_0002275>	"MESH:D050418"
<http://purl.obolibrary.org/obo/CL_0002275>	"BTO:0000805"
<http://purl.obolibrary.org/obo/CL_0002275>	"FMA:70588"
<http://purl.obolibrary.org/obo/CL_0000836>	"FMA:83530"
<http://purl.obolibrary.org/obo/CL_0000836>	"CALOHA:TS-0825"
<http://purl.obolibrary.org/obo/CL_1000892>	"KUPO:0001030"
<http://purl.obolibrary.org/obo/CL_1001603>	"CALOHA:TS-0576"
<http://purl.obolibrary.org/obo/CL_0000166>	"FMA:69263"
<http://purl.obolibrary.org/obo/CL_0000166>	"BTO:0000259"
<http://purl.obolibrary.org/obo/CL_1000309>	"FMA:261293"
<http://purl.obolibrary.org/obo/CL_0000432>	"FMA:62877"
<http://purl.obolibrary.org/obo/CL_0000740>	"BTO:0001800"
<http://purl.obolibrary.org/obo/CL_0000740>	"FMA:67765"
<http://purl.obolibrary.org/obo/CL_0000740>	"MESH:D012165"
<http://purl.obolibrary.org/obo/CL_0000077>	"FMA:66773"
<http://purl.obolibrary.org/obo/CL_0000182>	"BTO:0000575"
<http://purl.obolibrary.org/obo/CL_0000182>	"CALOHA:TS-0454"
<http://purl.obolibrary.org/obo/CL_0000182>	"FMA:14515"
<http://purl.obolibrary.org/obo/CL_0002543>	"KUPO:0001099"
<http://purl.obolibrary.org/obo/CL_0002543>	"FMA:62104"
<http://purl.obolibrary.org/obo/CL_0000222>	"FMA:72554"
<http://purl.obolibrary.org/obo/CL_1000311>	"FMA:261300"
<http://purl.obolibrary.org/obo/CL_0002573>	"BTO:0001220"
<http://purl.obolibrary.org/obo/CL_0002573>	"CALOHA:TS-0898"
<http://purl.obolibrary.org/obo/CL_0002573>	"MESH:D012583"
<http://purl.obolibrary.org/obo/CL_4023051>	"ILX:0770143"
<http://purl.obolibrary.org/obo/CL_1001107>	"KUPO:0001050"
<http://purl.obolibrary.org/obo/CL_0000604>	"FMA:67747"
<http://purl.obolibrary.org/obo/CL_0000604>	"CALOHA:TS-0870"
<http://purl.obolibrary.org/obo/CL_0000604>	"BTO:0001024"
<http://purl.obolibrary.org/obo/CL_0002204>	"FMA:67978"
<http://purl.obolibrary.org/obo/CL_0000738>	"BTO:0000751"
<http://purl.obolibrary.org/obo/CL_0000738>	"FMA:62852"
<http://purl.obolibrary.org/obo/CL_0000738>	"MESH:D007962"
<http://purl.obolibrary.org/obo/CL_0000738>	"NCIT:C12529"
<http://purl.obolibrary.org/obo/CL_0000738>	"CALOHA:TS-0549"
<http://purl.obolibrary.org/obo/CL_1000299>	"FMA:261271"
<http://purl.obolibrary.org/obo/CL_0000103>	"FMA:67282"
<http://purl.obolibrary.org/obo/CL_1000458>	"FMA:72144"
<http://purl.obolibrary.org/obo/CL_1000458>	"CALOHA:TS-2374"
<http://purl.obolibrary.org/obo/CL_4023050>	"ILX:0770158"
<http://purl.obolibrary.org/obo/CL_0002322>	"MESH:D053595"
<http://purl.obolibrary.org/obo/CL_0002322>	"CALOHA:TS-0263"
<http://purl.obolibrary.org/obo/CL_0002322>	"BTO:0001086"
<http://purl.obolibrary.org/obo/CL_0002322>	"FMA:82841"
<http://purl.obolibrary.org/obo/CL_0000864>	"FMA:84644"
<http://purl.obolibrary.org/obo/CL_0000864>	"FMA:84642"
<http://purl.obolibrary.org/obo/CL_0000751>	"FMA:67750"
<http://purl.obolibrary.org/obo/CL_0002071>	"FMA:63638"
<http://purl.obolibrary.org/obo/CL_0002071>	"FMA:66771"
<http://purl.obolibrary.org/obo/CL_0002071>	"BTO:0002484"
<http://purl.obolibrary.org/obo/CL_0000767>	"FMA:62862"
<http://purl.obolibrary.org/obo/CL_0000767>	"CALOHA:TS-0073"
<http://purl.obolibrary.org/obo/CL_0000767>	"BTO:0000129"
<http://purl.obolibrary.org/obo/CL_0000097>	"BTO:0000830"
<http://purl.obolibrary.org/obo/CL_0000097>	"FMA:66784"
<http://purl.obolibrary.org/obo/CL_0000097>	"CALOHA:TS-0603"
<http://purl.obolibrary.org/obo/CL_0001063>	"https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&code=C12922"
<http://purl.obolibrary.org/obo/CL_0000586>	"WBbt:0006796"
<http://purl.obolibrary.org/obo/CL_0000586>	"VHOG:0001534"
<http://purl.obolibrary.org/obo/CL_0000586>	"NCIT:C12597"
<http://purl.obolibrary.org/obo/CL_0000586>	"BTO:0000535"
<http://purl.obolibrary.org/obo/CL_0000525>	"FMA:83043"
